issue_month,industry,similarity,bond_sym_id
2011-04,Electrical Equipment,3.75,1
2011-04,Food Products,4.831333333333333,3
2011-04,Insurance,5.8,1
2011-04,Non-Metallic and Industrial Metal Mining,7.75,1
2011-04,Petroleum and Natural Gas,7.936274509803922,2
2011-04,Printing and Publishing,6.625,1
2011-04,Retail,3.895501730103806,5
2011-04,Steelworks Etc,5.4,1
2011-04,Textiles,7.625,1
2011-04,Trading,5.787644281217209,4
2011-04,Utilities,7.2181146025878,2
2011-05,Banking,4.625,1
2011-05,Beer  &&  Liquor,2.5,1
2011-05,Business Services,1.6596185737976783,4
2011-05,Communication,7.625,2
2011-05,Computers,3.25,4
2011-05,Construction,8.375,1
2011-05,Electrical Equipment,1.5416666666666667,3
2011-05,Entertainment,6.75,1
2011-05,Food Products,2.4,2
2011-05,Insurance,4.047961854899028,6
2011-05,Machinery,3.807536893886156,4
2011-05,Other,4.75,3
2011-05,Petroleum and Natural Gas,6.0078125,2
2011-05,Pharmaceutical Products,2.5273026315789475,6
2011-05,Retail,4.9375,2
2011-05,Tobacco Products,4.75,1
2011-05,Trading,4.25,1
2011-05,Transportation,5.047532656023222,2
2011-05,Utilities,4.259218612818262,5
2011-06,Banking,3.5028878923766813,2
2011-06,Business Services,5.8362125162972625,5
2011-06,Business Supplies,7.125,1
2011-06,Chemicals,7.875,1
2011-06,Coal,6.125,2
2011-06,Communication,5.788131313131313,3
2011-06,Construction,8.405898876404494,2
2011-06,Electrical Equipment,10.625,1
2011-06,Fabricated Products,7.875,1
2011-06,Healthcare,6.15800283286119,3
2011-06,Insurance,5.432978142076503,3
2011-06,Machinery,4.596166263115415,5
2011-06,Measuring and Control Equipment,2.5,3
2011-06,Medical Equipment,3.25,2
2011-06,Non-Metallic and Industrial Metal Mining,7.0,2
2011-06,Petroleum and Natural Gas,8.13370253164557,3
2011-06,Pharmaceutical Products,4.016666666666667,3
2011-06,Steelworks Etc,5.2,1
2011-06,Trading,5.010914309717165,15
2011-06,Utilities,4.6844640434192675,4
2011-06,Wholesale,2.95,1
2011-07,Automobiles and Trucks,1.8125,2
2011-07,Banking,4.108763586956521,4
2011-07,Business Services,3.7415707236842106,2
2011-07,Communication,7.991379310344827,2
2011-07,Construction,9.125,1
2011-07,Defense,5.719999999999999,1
2011-07,Food Products,4.675166297117516,2
2011-07,Insurance,4.8,1
2011-07,Non-Metallic and Industrial Metal Mining,4.716666666666667,3
2011-07,Personal Services,6.5,1
2011-07,Petroleum and Natural Gas,3.2,2
2011-07,"Restaurants, Hotels, Motels",9.5,1
2011-07,Retail,1.125,1
2011-07,Trading,6.6118263473053895,6
2011-07,Transportation,10.0,3
2011-08,Apparel,3.5,1
2011-08,Banking,3.831934931506849,3
2011-08,Beer  &&  Liquor,1.9,2
2011-08,Business Services,8.25,2
2011-08,Candy  &&  Soda,2.625,2
2011-08,Chemicals,4.102525684931507,2
2011-08,Communication,3.9416666666666664,3
2011-08,Construction Materials,7.125,1
2011-08,Consumer Goods,1.075,2
2011-08,Electrical Equipment,6.308772935779817,2
2011-08,Fabricated Products,2.0,1
2011-08,Food Products,9.75,1
2011-08,Insurance,3.398076923076923,3
2011-08,Measuring and Control Equipment,2.925,2
2011-08,Medical Equipment,3.438097514340344,3
2011-08,Other,2.6,1
2011-08,Petroleum and Natural Gas,3.8991256476683938,6
2011-08,"Restaurants, Hotels, Motels",4.154481132075472,3
2011-08,Retail,6.625,1
2011-08,Steelworks Etc,7.875,1
2011-08,Trading,6.827673410404624,4
2011-08,Transportation,4.75,1
2011-08,Utilities,3.965912481352561,9
2011-09,Aircraft,5.2875,2
2011-09,Apparel,7.125,1
2011-09,Business Services,8.875,1
2011-09,Business Supplies,1.375,1
2011-09,Chemicals,3.0,1
2011-09,Communication,2.8850364963503647,2
2011-09,Computers,3.93125,4
2011-09,Construction,4.784326424870466,2
2011-09,Defense,3.441666666666667,3
2011-09,Electrical Equipment,4.3815339141257,7
2011-09,Entertainment,7.75,1
2011-09,Food Products,2.5625,2
2011-09,Insurance,4.5625,2
2011-09,Medical Equipment,2.0,1
2011-09,Petroleum and Natural Gas,5.593953687821612,4
2011-09,Pharmaceutical Products,7.25,2
2011-09,Precious Metals,2.3249999999999997,2
2011-09,Printing and Publishing,9.75,1
2011-09,Retail,4.625,1
2011-09,Rubber and Plastic Products,8.25,1
2011-09,Utilities,4.210743801652892,2
2011-10,Business Supplies,4.5,1
2011-10,Chemicals,4.3125,2
2011-10,Coal,7.875,1
2011-10,Communication,6.793260626398211,4
2011-10,Electrical Equipment,6.625,1
2011-10,Entertainment,9.125,1
2011-10,Food Products,3.5,1
2011-10,Machinery,5.125,1
2011-10,Measuring and Control Equipment,5.0,1
2011-10,Petroleum and Natural Gas,5.25,1
2011-10,Printing and Publishing,3.95,1
2011-10,"Restaurants, Hotels, Motels",4.5,1
2011-10,Retail,4.0,2
2011-10,Shipping Containers,4.375,1
2011-10,Transportation,4.163,1
2011-11,Aircraft,3.1,1
2011-11,Banking,4.5570080862533695,4
2011-11,Business Services,2.375,3
2011-11,Business Supplies,5.375,2
2011-11,Candy  &&  Soda,2.9,2
2011-11,Chemicals,4.08125,4
2011-11,Communication,3.2129977460555974,5
2011-11,Computers,5.2,2
2011-11,Construction Materials,3.4,1
2011-11,Consumer Goods,3.8,1
2011-11,Entertainment,7.5,1
2011-11,Food Products,2.175,3
2011-11,Healthcare,7.927002583979328,2
2011-11,Insurance,4.073524416135881,9
2011-11,Medical Equipment,2.230442902881537,3
2011-11,Petroleum and Natural Gas,4.405207969241523,17
2011-11,Pharmaceutical Products,3.987899543378995,8
2011-11,Printing and Publishing,7.375,1
2011-11,Recreation,3.975,2
2011-11,Retail,5.191757493188011,3
2011-11,Trading,3.7,1
2011-11,Transportation,3.0675816539263376,4
2011-11,Utilities,4.4517746913580245,3
2011-11,Wholesale,3.5,1
2011-12,Banking,7.25,1
2011-12,Beer  &&  Liquor,2.55,2
2011-12,Business Services,4.625,2
2011-12,Business Supplies,3.8666666666666667,3
2011-12,Communication,3.1875,2
2011-12,Computers,3.525,3
2011-12,Consumer Goods,3.80625,4
2011-12,Electrical Equipment,3.05,2
2011-12,Food Products,7.875,1
2011-12,Insurance,4.875,1
2011-12,Machinery,5.404938271604939,2
2011-12,Non-Metallic and Industrial Metal Mining,7.375,1
2011-12,Petroleum and Natural Gas,6.797383367139959,5
2011-12,Pharmaceutical Products,2.729638009049774,5
2011-12,Retail,4.075,2
2011-12,Trading,6.087990936555891,2
2011-12,Utilities,4.719015957446809,3
2012-01,Automobiles and Trucks,6.75,1
2012-05,Precious Metals,6.875,1
2012-11,Non-Metallic and Industrial Metal Mining,5.25,1
2013-10,Non-Metallic and Industrial Metal Mining,3.875,1
2016-07,Banking,2.1,1
