bond_sym_id,coupon_rate,issue_date,maturity_date,unsecured_indicator,junior_indicator,convertible_indicator,gvkey,industry
DF.GE,7.0,2006-05-17,20160601,0,0,0,62655,Food Products
DF.GH,9.75,2011-08-03,20181215,0,0,0,62655,Food Products
DFG.GK,7.875,2010-01-20,20200131,0,0,0,21061,Insurance
DFS.GE,6.45,2008-04-28,20170612,0,0,0,177376,Banking
DFS.GF,10.25,2009-07-15,20190715,0,0,0,177376,Banking
DGAS.GF,5.75,2006-04-06,20210401,0,0,0,3855,Utilities
DGI.AB,10.5,2010-06-17,20140501,0,0,0,180029,Communication
DGX.GH,5.45,2006-03-20,20151101,0,0,0,64166,Healthcare
DGX.GI,6.4,2007-06-22,20170701,0,0,0,64166,Healthcare
DGX.GJ,6.95,2007-06-22,20370701,0,0,0,64166,Healthcare
DGX.GK,4.75,2009-11-17,20200130,0,0,0,64166,Healthcare
DGX.GL,5.75,2009-11-17,20400130,0,0,0,64166,Healthcare
DHI.GR,5.25,2005-02-11,20150215,0,0,0,25340,Construction
DHI.GV,6.5,2006-04-17,20160415,0,0,0,25340,Construction
DHI.GX,2.0,2009-05-13,20140515,0,0,0,25340,Construction
DHR.GE,5.625,2007-12-11,20180115,0,0,0,3735,Measuring and Control Equipment
DHR.GF,5.4,2009-03-05,20190301,0,0,0,3735,Measuring and Control Equipment
DHR.GH,1.3,2011-06-23,20140623,0,0,0,3735,Measuring and Control Equipment
DHR.GI,2.3,2011-06-23,20160623,0,0,0,3735,Measuring and Control Equipment
DHR.GJ,3.9,2011-06-23,20210623,0,0,0,3735,Measuring and Control Equipment
DIN.AC,9.5,2011-07-13,20181030,0,0,0,24291,"Restaurants, Hotels, Motels"
DIOD.GA,2.25,2006-10-12,20261001,0,0,0,3969,Electrical Equipment
DIS.IE,4.7,2007-12-04,20121201,0,0,0,3980,Communication
DIS.IG,4.5,2008-12-22,20131215,0,0,0,3980,Communication
DLLR.GB,2.875,2007-06-27,20270630,0,0,1,160892,Banking
DLLR.GC,3.0,2009-12-21,20280401,0,0,0,160892,Banking
DLX.GF,5.125,2005-01-07,20141001,0,0,0,3863,Printing and Publishing
DLX.GI,7.375,2007-07-31,20150601,0,0,0,3863,Printing and Publishing
DNA.GC,5.25,2005-11-21,20350715,0,0,0,5020,Pharmaceutical Products
DNA.GG,4.75,2005-11-21,20150715,0,0,0,5020,Pharmaceutical Products
DNB.GD,6.0,2008-04-01,20130401,0,0,0,4094,Business Services
DNB.GE,2.875,2010-11-24,20151115,0,0,0,4094,Business Services
DO.GF,5.15,2005-03-14,20140901,0,0,0,61409,Petroleum and Natural Gas
DO.GH,4.875,2005-10-11,20150701,0,0,0,61409,Petroleum and Natural Gas
DO.GI,5.875,2009-05-04,20190501,0,0,0,61409,Petroleum and Natural Gas
DO.GJ,5.7,2009-10-08,20391015,0,0,0,61409,Petroleum and Natural Gas
DOL.GN,13.875,2010-03-25,20140315,0,0,0,2812,Agriculture
DOV.GE,4.875,2005-10-13,20151015,0,0,0,4058,Machinery
DOV.GF,5.375,2005-10-13,20351015,0,0,0,4058,Machinery
DOV.GG,5.45,2008-03-14,20180315,0,0,0,4058,Machinery
DOV.GH,6.6,2008-03-14,20380315,0,0,0,4058,Machinery
DOV.GI,4.3,2011-02-22,20210301,0,0,0,4058,Machinery
DOV.GJ,5.375,2011-02-22,20410301,0,0,0,4058,Machinery
DOW.BA,5.25,2011-11-14,20411115,0,0,0,4060,Chemicals
DOW.BB,4.125,2011-11-14,20211115,0,0,0,4060,Chemicals
DOW.LG,5.7,2008-05-06,20180515,0,0,0,4060,Chemicals
DOW.TW,9.4,2009-05-13,20390515,0,0,0,4060,Chemicals
DOW.TX,7.6,2009-05-13,20140515,0,0,0,4060,Chemicals
DOW.TY,8.55,2009-05-13,20190515,0,0,0,4060,Chemicals
DOW.UV,5.9,2009-08-07,20150215,0,0,0,4060,Chemicals
DOW.UW,4.85,2009-08-07,20120815,0,0,0,4060,Chemicals
DOW.XS,4.25,2010-11-09,20201115,0,0,0,4060,Chemicals
DOW.XT,2.5,2010-11-09,20160215,0,0,0,4060,Chemicals
DPS.AA,2.9,2011-01-11,20160115,0,0,0,179700,Candy  &&  Soda
DPS.AC,6.12,2009-01-14,20130501,0,0,0,179700,Candy  &&  Soda
DPS.AE,7.45,2009-01-14,20380501,0,0,0,179700,Candy  &&  Soda
DPS.AF,2.35,2009-12-21,20121221,0,0,0,179700,Candy  &&  Soda
DPS.AH,2.6,2011-11-15,20190115,0,0,0,179700,Candy  &&  Soda
DPS.AI,3.2,2011-11-15,20211115,0,0,0,179700,Candy  &&  Soda
DPTR.GB,7.0,2005-09-26,20150401,0,1,0,22447,Petroleum and Natural Gas
DPTR.GC,3.75,2007-04-25,20370501,0,0,0,22447,Petroleum and Natural Gas
DQE.GW,5.5,2005-08-16,20150815,0,0,0,4103,Utilities
DQE.GX,6.25,2005-08-16,20350815,0,0,0,4103,Utilities
DRI.GG,6.0,2005-08-12,20350815,0,0,0,31846,"Restaurants, Hotels, Motels"
DRI.GH,6.8,2007-10-16,20371015,0,0,0,31846,"Restaurants, Hotels, Motels"
DRI.GH,7.05,2007-10-16,20371015,0,0,0,31846,"Restaurants, Hotels, Motels"
DRI.GI,5.625,2007-10-16,20121015,0,0,0,31846,"Restaurants, Hotels, Motels"
DRI.GJ,6.45,2007-10-16,20171015,0,0,0,31846,"Restaurants, Hotels, Motels"
DRI.GK,4.5,2011-10-11,20211015,0,0,0,31846,"Restaurants, Hotels, Motels"
DRS.GD,6.625,2006-01-31,20160201,0,0,0,3918,Electrical Equipment
DRS.GE,7.625,2006-01-31,20180201,0,1,0,3918,Electrical Equipment
DTC.GE,7.125,2005-08-05,20150815,0,0,0,4034,Business Supplies
DTC.GG,5.375,2007-10-30,20131201,0,0,0,176760,Business Supplies
DTC.GH,9.5,2007-11-19,20160801,0,0,0,176760,Business Supplies
DTC.GI,7.125,2007-11-19,20150815,0,0,0,176760,Business Supplies
DTC.GJ,10.75,2009-06-09,20170601,0,0,0,176760,Business Supplies
DTE.KD,6.35,2006-05-26,20160601,0,0,0,3897,Utilities
DTE.KH,7.625,2009-05-13,20140515,0,0,0,3897,Utilities
DUK.IN,5.65,2008-06-16,20130615,0,0,0,4093,Utilities
DUK.IS,3.95,2009-08-28,20140915,0,0,0,4093,Utilities
DUK.IT,5.05,2009-08-28,20190915,0,0,0,4093,Utilities
DUK.JG,3.35,2010-03-25,20150401,0,0,0,4093,Utilities
DUK.JM,3.55,2011-08-25,20210915,0,0,0,4093,Utilities
DUK.JN,2.15,2011-11-17,20161115,0,0,0,4093,Utilities
DVA.AA,6.375,2010-10-20,20181101,0,0,0,61483,Healthcare
DVA.AB,6.625,2010-10-20,20201101,0,0,0,61483,Healthcare
DVA.GH,6.625,2005-09-02,20130315,0,0,0,61483,Healthcare
DVA.GI,7.25,2005-09-02,20150315,0,1,0,61483,Healthcare
DVN.GQ,6.3,2009-01-09,20190115,0,0,0,14934,Petroleum and Natural Gas
DVN.GR,5.625,2009-01-09,20140115,0,0,0,14934,Petroleum and Natural Gas
DVN.GS,2.4,2011-07-12,20160715,0,0,0,14934,Petroleum and Natural Gas
DVN.GT,4.0,2011-07-12,20210715,0,0,0,14934,Petroleum and Natural Gas
EAS.IF,6.75,2006-07-24,20360715,0,0,0,7862,Utilities
EBAY.AA,3.25,2010-10-28,20201015,0,0,0,114524,Business Services
EBAY.AB,0.875,2010-10-28,20131015,0,0,0,114524,Business Services
EBAY.AC,1.625,2010-10-28,20151015,0,0,0,114524,Business Services
EBHI.GB,5.25,2007-04-04,20140401,0,0,0,164058,Retail
ECA.GE,6.625,2007-08-13,20370815,0,0,0,11781,Petroleum and Natural Gas
ECA.GF,5.9,2007-12-04,20171201,0,0,0,11781,Petroleum and Natural Gas
ECA.GG,6.5,2007-12-04,20380201,0,0,0,11781,Petroleum and Natural Gas
ECA.GH,6.5,2009-05-04,20190515,0,0,0,11781,Petroleum and Natural Gas
ECA.GI,3.9,2011-11-14,20211115,0,0,0,11781,Petroleum and Natural Gas
ECA.GJ,5.15,2011-11-14,20411115,0,0,0,11781,Petroleum and Natural Gas
ECL.GB,4.875,2008-02-08,20150215,0,0,0,4213,Consumer Goods
ECL.GC,2.375,2011-12-08,20141208,0,0,0,4213,Consumer Goods
ECL.GD,3.0,2011-12-08,20161208,0,0,0,4213,Consumer Goods
ECL.GE,4.35,2011-12-08,20211208,0,0,0,4213,Consumer Goods
ECL.GF,5.5,2011-12-08,20411208,0,0,0,4213,Consumer Goods
ECOH.GC,7.625,2009-10-02,20190723,0,0,0,287882,Petroleum and Natural Gas
EDCT.GG,10.5,2009-03-10,20171009,0,0,0,267054,Utilities
EDE.GP,5.8,2005-06-27,20350701,0,0,0,4331,Utilities
EE.GD,6.0,2005-05-17,20350515,0,0,0,4241,Utilities
EE.GE,7.5,2008-06-03,20380315,0,0,0,4241,Utilities
EEFT.GD,3.5,2005-10-04,20251015,0,1,0,64536,Banking
EEQ.GH,5.875,2006-12-21,20161215,0,0,0,24810,Petroleum and Natural Gas
EEQ.GN,6.5,2008-08-25,20180415,0,0,0,24810,Petroleum and Natural Gas
EEQ.GO,7.5,2008-08-25,20380415,0,0,0,24810,Petroleum and Natural Gas
EEQ.GP,9.875,2008-12-22,20190301,0,0,0,24810,Petroleum and Natural Gas
EEQ.GQ,5.2,2010-03-02,20200315,0,0,0,24810,Petroleum and Natural Gas
EEQ.GS,4.2,2011-09-15,20210915,0,0,0,24810,Petroleum and Natural Gas
EFX.GF,6.3,2007-06-28,20170701,0,0,0,4423,Business Services
EFX.GG,7.0,2007-06-28,20370701,0,0,0,4423,Business Services
EFX.GH,4.45,2009-11-09,20141201,0,0,0,4423,Business Services
EGN.IA,4.625,2011-08-05,20210901,0,0,0,4351,Utilities
EIX.IS,3.75,2010-09-17,20170915,0,0,0,9846,Utilities
ELNK.AA,8.875,2011-09-26,20190515,0,0,0,62391,Business Services
ELNK.GB,3.5,2006-11-17,20261115,0,0,0,62391,Business Services
EMC.GF,1.75,2006-11-17,20131201,0,0,0,12053,Computers
EMN.GH,5.5,2009-11-02,20191115,0,0,0,29392,Chemicals
EMR.GR,4.75,2005-08-24,20151015,1,0,0,4321,Electrical Equipment
EMR.GS,5.125,2006-12-06,20161201,0,0,0,4321,Electrical Equipment
EMR.GT,5.375,2007-05-18,20171015,0,0,0,4321,Electrical Equipment
EMR.GU,5.25,2008-01-15,20181015,0,0,0,4321,Electrical Equipment
EMR.GV,4.875,2009-01-21,20191015,0,0,0,4321,Electrical Equipment
EMR.GW,6.125,2009-04-17,20390415,0,0,0,4321,Electrical Equipment
EMR.GX,5.0,2009-04-17,20190415,0,0,0,4321,Electrical Equipment
EMR.GY,4.125,2009-04-17,20150415,0,0,0,4321,Electrical Equipment
EMR.GZ,4.25,2009-11-16,20201115,0,0,0,4321,Electrical Equipment
EMR.HA,5.25,2009-11-16,20391115,0,0,0,4321,Electrical Equipment
ENB.GA,4.9,2005-02-25,20150301,0,0,0,6135,Utilities
ENB.GB,5.6,2007-03-30,20170401,0,0,0,6135,Utilities
ENB.GC,5.8,2007-06-05,20140615,0,0,0,6135,Utilities
ENDP.AG,7.0,2011-11-30,20190715,0,0,0,63645,Pharmaceutical Products
ENDP.AH,7.0,2011-11-30,20201215,0,0,0,63645,Pharmaceutical Products
ENDP.AI,7.25,2011-11-30,20220115,0,0,0,63645,Pharmaceutical Products
ENER.GA,3.0,2008-06-24,20130615,0,0,1,4352,Electrical Equipment
ENS.GA,0.0,2008-05-28,20380601,0,0,0,160893,Electrical Equipment
ENS.GA,3.375,2008-05-28,20380601,0,0,0,160893,Electrical Equipment
ENZN.GD,4.0,2006-05-23,20130601,0,0,0,4409,Pharmaceutical Products
EOG.GH,5.875,2007-09-10,20170915,0,0,0,16478,Petroleum and Natural Gas
EOG.GI,6.125,2008-09-30,20131001,0,0,0,16478,Petroleum and Natural Gas
EOG.GJ,6.875,2008-09-30,20181001,0,0,0,16478,Petroleum and Natural Gas
EOG.GK,5.625,2009-05-21,20190601,0,0,0,16478,Petroleum and Natural Gas
EOG.GM,2.95,2010-05-20,20150601,0,0,0,16478,Petroleum and Natural Gas
EOG.GN,4.1,2010-11-23,20210201,0,0,0,16478,Petroleum and Natural Gas
EP.JL,6.7,2006-08-24,20270215,0,0,0,4242,Utilities
EP.JN,6.95,2006-08-24,20280601,0,0,0,4242,Utilities
EP.JR,7.42,2006-08-24,20370215,0,0,0,4242,Utilities
EP.JW,6.875,2007-06-18,20140615,0,0,0,4242,Utilities
EP.JX,7.0,2007-06-18,20170615,0,0,0,4242,Utilities
EP.JZ,7.25,2008-05-30,20180601,0,0,0,4242,Utilities
EP.KA,12.0,2008-12-12,20131212,0,0,0,4242,Utilities
EP.KD,8.25,2009-02-09,20160215,0,0,0,4242,Utilities
EP.KJ,6.5,2011-04-07,20200915,0,0,0,4242,Utilities
EPD.GM,5.6,2005-03-02,20141015,0,0,0,112876,Petroleum and Natural Gas
EPD.GN,6.65,2005-03-02,20341015,0,0,0,112876,Petroleum and Natural Gas
EPD.GQ,5.0,2005-08-17,20150301,0,0,0,112876,Petroleum and Natural Gas
EPD.GR,5.75,2005-08-17,20350301,0,0,0,112876,Petroleum and Natural Gas
EPD.GV,6.3,2007-09-04,20170915,0,0,0,112876,Petroleum and Natural Gas
EPD.GW,5.65,2008-04-03,20130401,0,0,0,112876,Petroleum and Natural Gas
EPD.GX,6.5,2008-04-03,20190131,0,0,0,112876,Petroleum and Natural Gas
EPD.GZ,4.6,2009-06-10,20120801,0,0,0,112876,Petroleum and Natural Gas
EPD.HA,5.25,2009-10-05,20200131,0,0,0,112876,Petroleum and Natural Gas
EPD.HB,6.125,2009-10-05,20391015,0,0,0,112876,Petroleum and Natural Gas
EPD.HC,5.2,2010-05-20,20200901,0,0,0,112876,Petroleum and Natural Gas
EPD.HD,6.45,2010-05-20,20400901,0,0,0,112876,Petroleum and Natural Gas
EPD.HE,3.7,2010-05-20,20150601,0,0,0,112876,Petroleum and Natural Gas
EPD.HI,4.05,2011-08-24,20220215,0,0,0,112876,Petroleum and Natural Gas
EPD.HJ,5.7,2011-08-24,20420215,0,0,0,112876,Petroleum and Natural Gas
EPIC.GA,2.375,2007-05-08,20270515,0,0,0,25859,Business Services
EPL.GJ,8.25,2011-08-29,20180215,0,0,0,140905,Petroleum and Natural Gas
EPR.AC,7.75,2011-06-21,20200715,0,0,0,65710,Trading
EQ.GA,7.995,2006-05-19,20360601,0,0,0,174130,Communication
EQ.GB,7.082,2006-05-19,20160601,0,0,0,174130,Communication
EQ.GC,6.738,2006-05-19,20130601,0,0,0,174130,Communication
EQIX.AA,7.0,2011-07-13,20210715,0,0,0,138743,Communication
EQIX.GE,3.0,2007-09-26,20141015,0,1,0,138743,Communication
EQIX.GF,4.75,2009-06-12,20160615,1,1,0,138743,Communication
EQIX.GG,8.125,2010-03-03,20180301,0,0,0,138743,Communication
EQR.GW,5.125,2005-09-13,20160315,0,0,0,28733,Trading
EQT.HJ,5.0,2006-04-28,20151001,0,0,0,4430,Utilities
EQT.HK,6.5,2008-03-18,20180401,0,0,0,4430,Utilities
EQT.HL,8.125,2009-05-15,20190601,0,0,0,4430,Utilities
EQT.HM,4.875,2011-11-07,20211115,0,0,0,4430,Utilities
EQY.GB,5.375,2005-09-20,20151015,0,0,0,110382,Trading
EQY.GC,6.0,2006-03-10,20160915,0,0,0,110382,Trading
EQY.GD,6.25,2006-08-18,20170115,0,0,0,110382,Trading
EQY.GF,6.0,2007-12-05,20170915,0,0,0,110382,Trading
EQY.GG,6.25,2009-12-09,20141215,0,0,0,110382,Trading
ESL.GD,6.625,2007-09-06,20170301,0,0,0,4460,Measuring and Control Equipment
ESL.GG,7.0,2011-01-21,20200801,0,0,0,4460,Measuring and Control Equipment
ESLR.GE,4.0,2008-07-02,20130715,0,0,1,140904,Electrical Equipment
ESLR.GG,4.0,2011-02-17,20200715,0,0,0,140904,Electrical Equipment
ESLR.GI,13.0,2010-04-26,20150415,0,0,0,140904,Electrical Equipment
ESRX.GC,6.25,2009-06-09,20140615,0,0,0,25356,Insurance
ESRX.GD,7.25,2009-06-09,20190615,0,0,0,25356,Insurance
ESRX.GE,3.125,2011-05-02,20160515,0,0,0,25356,Insurance
ESV.GD,4.7,2011-03-17,20210315,0,0,0,2270,Petroleum and Natural Gas
ESV.GE,3.25,2011-03-17,20160315,0,0,0,2270,Petroleum and Natural Gas
ESV3684249,7.875,2010-08-06,20400815,0,0,0,14908,Petroleum and Natural Gas
ETN.HC,5.8,2007-03-16,20370315,0,0,0,4199,Electrical Equipment
ETN.HD,5.3,2007-03-16,20170315,0,0,0,4199,Electrical Equipment
ETN.HE,5.6,2008-05-20,20180515,0,0,0,4199,Electrical Equipment
ETN.HF,4.9,2008-05-20,20130515,0,0,0,4199,Electrical Equipment
ETN.HG,5.95,2009-03-16,20140320,0,0,0,4199,Electrical Equipment
ETN.HH,6.95,2009-03-16,20190320,0,0,0,4199,Electrical Equipment
ETP.GE,5.95,2005-07-19,20150201,0,0,0,141720,Utilities
ETP.GG,5.65,2006-03-31,20120801,0,0,0,141720,Utilities
ETP.GH,6.125,2006-10-23,20170215,0,0,0,141720,Utilities
ETP.GI,6.625,2006-10-23,20361015,0,0,0,141720,Utilities
ETP.GJ,6.0,2008-03-28,20130701,0,0,0,141720,Utilities
ETP.GK,6.7,2008-03-28,20180701,0,0,0,141720,Utilities
ETP.GL,7.5,2008-03-28,20380701,0,0,0,141720,Utilities
ETP.GM,9.7,2008-12-23,20190315,0,0,0,141720,Utilities
ETP.GO,8.5,2009-04-07,20140415,0,0,0,141720,Utilities
ETP.GP,9.0,2009-04-07,20190415,0,0,0,141720,Utilities
ETP.GQ,7.5,2010-09-20,20201015,0,0,0,165649,Utilities
ETP.GR,4.65,2011-05-12,20210601,0,0,0,141720,Utilities
ETP.GS,6.05,2011-05-12,20410601,0,0,0,141720,Utilities
ETR.LJ,5.125,2010-09-16,20200915,0,0,0,7366,Utilities
ETR.LK,3.625,2010-09-16,20150915,0,0,0,7366,Utilities
EV.GE,6.5,2007-10-02,20171002,0,0,0,4201,Trading
EVC.GD,8.75,2011-01-06,20170801,0,0,0,137943,Communication
EXC.JL,5.625,2005-06-09,20350615,0,0,0,8539,Utilities
EXC.JM,4.9,2005-06-09,20150615,0,0,0,8539,Utilities
EXH.AC,7.25,2011-12-06,20181201,0,0,0,65009,Machinery
EXPE.GA,7.456,2006-08-21,20180815,0,0,0,126296,Transportation
EXPE.GB,7.456,2007-03-15,20180815,0,0,0,126296,Transportation
EXPE.GF,5.95,2010-12-10,20200815,0,0,0,126296,Transportation
F.GSF,4.25,2006-12-15,20361215,0,0,1,4839,Automobiles and Trucks
F.GST,4.25,2009-11-09,20161115,0,0,0,4839,Automobiles and Trucks
FBKC.GA,4.0,2007-04-18,20270501,0,0,0,155736,Banking
FCEA.GC,6.5,2005-01-25,20170201,0,0,0,4842,Real Estate
FCEA.GF,3.625,2009-10-07,20141015,0,0,0,4842,Real Estate
FCEA.GG,5.0,2009-10-26,20161015,0,0,0,4842,Real Estate
FCEA.GH,5.0,2009-10-26,20161015,0,0,0,4842,Real Estate
FCN.GD,7.625,2006-02-14,20130615,0,0,0,62823,Business Services
FCN.GF,7.75,2007-02-06,20161001,0,0,0,62823,Business Services
FCN.GG,6.75,2011-06-21,20201001,0,0,0,62823,Business Services
FCX.GK,8.25,2007-03-19,20150401,0,0,0,14590,Non-Metallic and Industrial Metal Mining
FCX.GL,8.375,2007-03-19,20170401,0,0,0,14590,Non-Metallic and Industrial Metal Mining
FCX4060859,3.875,2013-10-10,20230315,0,0,0,14590,Non-Metallic and Industrial Metal Mining
FDC.HF,4.95,2005-05-26,20150615,0,0,0,25157,Business Services
FDO.AA,5.0,2011-01-28,20210201,0,0,0,4560,Retail
FDX.HO,7.375,2009-01-16,20140115,0,0,0,4598,Transportation
FDX.HP,8.0,2009-01-16,20190115,0,0,0,4598,Transportation
FEIC.GF,2.875,2006-05-19,20130601,0,1,0,31881,Measuring and Control Equipment
FESL.AD,9.0,2011-11-08,20190615,0,0,0,180145,Petroleum and Natural Gas
FFB.GD,5.875,2007-07-12,20170315,0,0,0,63288,Insurance
FFRX.GL,7.75,2007-06-18,20170615,0,0,0,16428,Insurance
FHOZ.AA,5.375,2010-12-20,20151215,0,0,0,4737,Banking
FIS.AE,7.625,2011-01-06,20170715,0,0,0,165993,Business Services
FIS.AF,7.875,2011-01-06,20200715,0,0,0,165993,Business Services
FISV.GE,6.8,2007-11-20,20171120,0,0,0,12635,Business Services
FISV.GF,6.125,2007-11-20,20121120,0,0,0,12635,Business Services
FISV.GG,3.125,2010-09-21,20151001,0,0,0,12635,Business Services
FISV.GH,4.625,2010-09-21,20201001,0,0,0,12635,Business Services
FISV.GI,3.125,2011-06-14,20160615,0,0,0,12635,Business Services
FISV.GJ,4.75,2011-06-14,20210615,0,0,0,12635,Business Services
FITB.GZ,5.45,2006-12-20,20170115,1,1,0,4640,Banking
FITB.HA,0.7008,2006-12-20,20161220,1,1,0,4640,Banking
FITB.HA,0.7651,2006-12-20,20161220,1,1,0,4640,Banking
FITB.HA,0.9895,2006-12-20,20161220,1,1,0,4640,Banking
FITB.HA,1.0434,2006-12-20,20161220,1,1,0,4640,Banking
FITB.HA,1.27711,2006-12-20,20161220,1,1,0,4640,Banking
FITB.HA,0.6671,2006-12-20,20161220,1,1,0,4640,Banking
FITB.HP,8.25,2008-03-04,20380301,1,1,0,4640,Banking
FITB.HT,6.25,2008-04-30,20130501,0,0,0,4640,Banking
FLIR.GC,3.75,2011-08-19,20160901,0,0,0,28477,Electrical Equipment
FLR.GB,3.375,2011-09-13,20210915,0,0,0,4818,Construction
FMBI.GC,5.85,2006-03-28,20160401,1,1,0,11896,Banking
FMC.GM,5.2,2009-11-30,20191215,0,0,0,4510,Chemicals
FMC.GN,3.95,2011-11-22,20220201,0,0,0,4510,Chemicals
FNF.AA,6.6,2010-05-05,20170515,0,0,0,165264,Insurance
FNF.AC,5.25,2006-01-17,20130315,0,0,0,165264,Insurance
FNFG.AA,6.75,2010-03-19,20200319,0,0,0,109683,Banking
FNFG.AB,7.25,2011-12-13,20211215,1,1,0,109683,Banking
FNSR.GH,5.0,2009-10-15,20291015,0,0,0,126417,Computers
FO.GI,5.375,2006-01-12,20160115,0,0,0,1408,Beer  &&  Liquor
FO.GK,5.875,2006-01-12,20360115,0,0,0,1408,Beer  &&  Liquor
FO.GL,6.375,2009-06-12,20140615,0,0,0,1408,Beer  &&  Liquor
FOE.GF,6.5,2008-08-19,20130815,0,0,0,4622,Chemicals
FOE.GG,7.875,2010-08-24,20180815,0,0,0,4622,Chemicals
FPL.IY,4.5,2011-06-10,20210601,0,0,0,4517,Utilities
FR.GN,5.75,2006-01-10,20160115,0,0,0,30384,Trading
FR.GP,5.95,2007-05-07,20170515,0,0,0,30384,Trading
FRPT.GM,13.125,2009-04-01,20180401,0,0,0,148217,Communication
FRPT.GQ,13.125,2009-07-29,20180402,0,0,0,148217,Communication
FRT.GL,5.65,2005-12-02,20160601,0,0,0,4605,Trading
FRT.GM,6.0,2006-07-17,20120715,0,0,0,4605,Trading
FRT.GN,6.2,2006-07-17,20170115,0,0,0,4605,Trading
FRT.GO,5.4,2006-12-01,20131201,0,0,0,4605,Trading
FRT.GP,5.95,2009-08-13,20140815,0,0,0,4605,Trading
FRT.GQ,5.9,2010-03-01,20200401,0,0,0,4605,Trading
FSCI.GB,8.625,2005-03-02,20140915,0,0,0,18364,Communication
FST.GO,7.25,2008-03-24,20190615,0,0,0,4844,Petroleum and Natural Gas
FST.GR,8.5,2010-01-20,20140215,0,0,0,4844,Petroleum and Natural Gas
FTK.GA,5.25,2008-02-14,20280215,0,0,1,28347,Chemicals
FTO.GH,8.5,2008-09-17,20160915,0,0,0,11257,Petroleum and Natural Gas
FTO.GI,6.875,2010-11-22,20181115,0,0,0,11257,Petroleum and Natural Gas
FTWR.GB,9.0,2006-11-09,20121115,0,0,0,175465,Communication
FTWR.GD,9.0,2009-12-01,20160101,0,0,0,175465,Communication
FULT.GE,5.35,2005-09-02,20150401,0,1,0,14172,Banking
FVE.GB,3.75,2006-10-18,20261015,0,0,0,146500,Healthcare
GAP.GG,6.75,2007-12-18,20121215,0,0,0,5301,Retail
GBX.GB,8.375,2005-09-14,20150515,0,0,0,30463,"Shipbuilding, Railroad Equipment"
GBX.GD,2.375,2006-05-22,20260515,0,0,0,30463,"Shipbuilding, Railroad Equipment"
GD.GH,5.25,2008-12-15,20140201,0,0,0,5046,Automobiles and Trucks
GD.GJ,1.375,2011-07-12,20150115,0,0,0,5046,Automobiles and Trucks
GD.GK,2.25,2011-07-12,20160715,0,0,0,5046,Automobiles and Trucks
GDI.GB,8.0,2005-10-27,20130501,0,1,0,30098,Machinery
GE.HEE,5.25,2007-12-06,20171206,0,0,0,5047,
GENZ.GH,3.625,2010-10-21,20150615,0,0,0,12233,Pharmaceutical Products
GENZ.GI,5.0,2010-10-21,20200615,0,0,0,12233,Pharmaceutical Products
GEOY.AC,9.625,2010-08-11,20151001,0,0,0,114748,Communication
GEOY.AD,8.625,2010-10-08,20161001,0,0,0,114748,Communication
GET.GD,6.75,2005-06-09,20141115,0,0,0,24620,"Restaurants, Hotels, Motels"
GFF.GE,7.125,2011-08-09,20180401,0,0,0,5987,Construction Materials
GFIG.AA,8.375,2011-07-19,20180719,0,0,0,160719,Trading
GFIG.AC,10.375,2011-12-15,20180719,0,0,0,160719,Trading
GG.AB,2.0,2009-06-05,20140801,0,0,0,15037,Precious Metals
GGC.GG,9.5,2007-06-19,20141015,0,0,0,12895,Chemicals
GGC.GI,10.75,2007-06-19,20161015,0,1,0,12895,Chemicals
GGI.GC,7.75,2010-10-21,20171015,0,0,0,30536,Trading
GGI.GF,6.625,2011-08-22,20210215,0,0,0,30536,Trading
GGS.AC,10.5,2010-10-15,20170501,0,0,0,175834,Petroleum and Natural Gas
GGY.GC,7.5,2005-11-04,20150515,0,0,0,102983,Petroleum and Natural Gas
GGY.GE,7.75,2007-02-09,20170515,0,0,0,102983,Petroleum and Natural Gas
GGY.GG,9.5,2009-12-29,20160515,0,0,0,102983,Petroleum and Natural Gas
GILD.GH,0.625,2006-04-25,20130501,0,0,0,24856,Pharmaceutical Products
GILD.GJ,1.625,2010-07-30,20160501,0,0,0,24856,Pharmaceutical Products
GILD.GK,4.5,2011-03-30,20210401,0,0,0,24856,Pharmaceutical Products
GILD.GL,1.625,2010-07-30,20160501,0,0,0,24856,Pharmaceutical Products
GILD.GM,1.0,2010-07-30,20140501,0,0,0,24856,Pharmaceutical Products
GILD.GN,2.4,2011-12-13,20141201,0,0,0,24856,Pharmaceutical Products
GILD.GO,5.65,2011-12-13,20411201,0,0,0,24856,Pharmaceutical Products
GILD.GP,3.05,2011-12-13,20161201,0,0,0,24856,Pharmaceutical Products
GILD.GQ,4.4,2011-12-13,20211201,0,0,0,24856,Pharmaceutical Products
GIS.JM,5.65,2007-08-29,20120910,0,0,0,5071,Food Products
GIS.JO,5.25,2008-08-05,20130815,0,0,0,5071,Food Products
GIS.JQ,5.4,2010-06-01,20400615,0,0,0,5071,Food Products
GIS.JS,1.55,2011-05-16,20140516,0,0,0,5071,Food Products
GIS.JT,3.15,2011-11-28,20211215,0,0,0,5071,Food Products
GLDD.AD,7.375,2011-09-19,20190201,0,0,0,148223,Construction
GLOI.GB,2.75,2007-07-27,20270801,0,0,0,27816,Petroleum and Natural Gas
GLT.GE,7.125,2010-09-01,20160501,0,0,0,5179,Business Supplies
GLW.GW,6.05,2005-06-21,20150615,0,0,0,3532,Electrical Equipment
