bond_sym_id,coupon_rate,issue_date,maturity_date,unsecured_indicator,junior_indicator,convertible_indicator,gvkey,industry
LEN.GI,5.5,2005-03-04,20140901,0,0,0,6669,Construction
LEN.GM,5.6,2005-04-28,20150531,0,0,0,6669,Construction
LEN.GO,5.6,2005-11-25,20150531,0,0,0,6669,Construction
LEN.GT,6.5,2006-10-02,20160415,0,0,0,6669,Construction
LEN.GV,12.25,2009-09-24,20170601,0,0,0,6669,Construction
LEN.GZ,6.95,2010-09-07,20180601,0,0,0,6669,Construction
LEVI.GN,8.875,2006-07-07,20160401,0,0,0,16476,Apparel
LEVI.GR,7.625,2010-08-02,20200515,0,0,0,16476,Apparel
LH.GE,5.625,2005-12-14,20151215,0,0,0,14960,Healthcare
LH.GF,0.0,2006-10-23,20210911,1,1,1,14960,Healthcare
LH.GG,3.125,2010-11-19,20160515,0,0,0,14960,Healthcare
LH.GH,4.625,2010-11-19,20201115,0,0,0,14960,Healthcare
LIFE.AA,4.4,2010-02-19,20150301,0,0,0,118577,Pharmaceutical Products
LIFE.AB,3.375,2010-02-19,20130301,0,0,0,118577,Pharmaceutical Products
LIFE.AC,6.0,2010-02-19,20200301,0,0,0,118577,Pharmaceutical Products
LIFE.AD,3.5,2010-12-14,20160115,0,0,0,118577,Pharmaceutical Products
LIFE.AE,5.0,2010-12-14,20210115,0,0,0,118577,Pharmaceutical Products
LII.GB,4.9,2010-05-06,20170515,0,0,0,122380,Machinery
LINE.GB,9.875,2009-06-19,20180701,0,0,0,164109,Petroleum and Natural Gas
LLL.AA,4.95,2011-02-07,20210215,0,0,0,110685,Electrical Equipment
LLL.GV,4.75,2010-05-21,20200715,0,0,0,110685,Electrical Equipment
LLL.GW,5.2,2010-05-07,20191015,0,0,0,110685,Electrical Equipment
LLTC.GC,3.0,2007-04-24,20270501,0,0,0,12216,Electrical Equipment
LLTC.GD,3.125,2007-04-24,20270501,0,0,1,12216,Electrical Equipment
LLY.GV,5.5,2007-03-14,20270315,0,0,0,6730,Pharmaceutical Products
LLY.GW,5.55,2007-03-14,20370315,0,0,0,6730,Pharmaceutical Products
LLY.GX,5.2,2007-03-14,20170315,0,0,0,6730,Pharmaceutical Products
LLY.HW,5.95,2009-03-06,20371115,0,0,0,6730,Pharmaceutical Products
LLY.HY,4.2,2009-03-06,20140306,0,0,0,6730,Pharmaceutical Products
LMT.HH,6.15,2006-12-18,20360901,0,0,0,6774,Defense
LMT.HI,4.121,2008-03-14,20130314,0,0,0,6774,Defense
LMT.HJ,5.5,2009-11-18,20391115,0,0,0,6774,Defense
LMT.HK,4.25,2009-11-18,20191115,0,0,0,6774,Defense
LMT.HM,5.72,2011-07-28,20400601,0,0,0,6774,Defense
LMT.HN,4.85,2011-09-09,20410915,0,0,0,6774,Defense
LMT.HO,2.125,2011-09-09,20160915,0,0,0,6774,Defense
LMT.HP,3.35,2011-09-09,20210915,0,0,0,6774,Defense
LNC.GK,6.15,2006-04-06,20360407,0,0,0,6742,Insurance
LNC.GO,5.65,2007-08-27,20120827,0,0,0,6742,Insurance
LNC.GP,6.3,2007-10-09,20371009,0,0,0,6742,Insurance
LNC.GQ,8.75,2009-06-22,20190701,0,0,0,6742,Insurance
LNC.GR,6.25,2009-12-11,20200215,0,0,0,6742,Insurance
LNC.GS,4.3,2010-06-18,20150615,0,0,0,6742,Insurance
LNC.GU,4.85,2011-06-24,20210624,0,0,0,6742,Insurance
LNG.GB,2.25,2005-07-27,20120801,0,0,0,29453,Petroleum and Natural Gas
LNT.HG,4.0,2009-10-02,20141015,0,0,0,11554,Utilities
LNY.GB,7.5,2005-06-10,20141215,0,0,0,28765,"Restaurants, Hotels, Motels"
LNY.GC,9.5,2007-10-23,20141215,0,0,0,28765,"Restaurants, Hotels, Motels"
LNY.GG,11.625,2010-05-24,20151201,0,0,0,28765,"Restaurants, Hotels, Motels"
LOW.HA,5.0,2005-10-06,20151015,0,0,0,6829,Retail
LOW.HB,5.5,2005-10-06,20351015,0,0,0,6829,Retail
LOW.HC,5.4,2006-10-10,20161015,0,0,0,6829,Retail
LOW.HD,5.8,2006-10-10,20361015,0,0,0,6829,Retail
LOW.HE,6.1,2007-09-11,20170915,0,0,0,6829,Retail
LOW.HF,5.6,2007-09-11,20120915,0,0,0,6829,Retail
LOW.HG,6.65,2007-09-11,20370915,0,0,0,6829,Retail
LOW.HH,4.625,2010-04-15,20200415,0,0,0,6829,Retail
LOW.HI,5.8,2010-04-15,20400415,0,0,0,6829,Retail
LOW.HK,2.125,2010-11-22,20160415,0,0,0,6829,Retail
LOW.HL,3.75,2010-11-22,20210415,0,0,0,6829,Retail
LOW.HM,5.125,2011-11-23,20411115,0,0,0,6829,Retail
LOW.HO,3.8,2011-11-23,20211115,0,0,0,6829,Retail
LPNT.GH,6.625,2011-06-28,20201001,0,0,0,120297,Healthcare
LPS.GB,8.125,2008-10-09,20160701,0,0,0,180272,Banking
LTD.AA,6.625,2011-03-25,20210401,0,0,0,6733,Retail
LTD.GG,6.9,2007-07-17,20170715,0,0,0,6733,Retail
LTD.GH,7.6,2007-07-17,20370715,0,0,0,6733,Retail
LTD.GJ,8.5,2010-01-29,20190615,0,0,0,6733,Retail
LUK.GO,7.125,2007-09-04,20170315,0,0,0,6682,
LUK.GP,8.125,2007-09-25,20150915,0,0,0,6682,
LUV.GT,5.125,2005-02-14,20170301,0,0,0,9882,Transportation
LUV.GU,5.75,2006-12-14,20161215,0,0,0,9882,Transportation
LVLT.HE,15.0,2008-12-15,20130115,0,0,0,13440,Communication
LVLT.HG,7.0,2009-10-15,20150315,0,0,0,13440,Communication
LVLT.HS,11.875,2011-10-05,20190201,0,0,0,13440,Communication
LVS.GB,6.375,2005-07-21,20150215,0,0,0,161844,Entertainment
LXU.GC,5.5,2007-06-28,20120701,0,1,0,6528,Chemicals
LYV.AB,2.875,2007-07-16,20270715,0,0,0,165746,Entertainment
LZ.GF,8.875,2009-01-27,20190201,0,0,0,6830,Petroleum and Natural Gas
MANT.AC,7.25,2010-08-18,20180415,0,0,0,146171,Computers
MAR.GQ,6.2,2006-06-14,20160615,0,0,0,28930,"Restaurants, Hotels, Motels"
MAR.GR,6.375,2007-06-25,20170615,0,0,0,28930,"Restaurants, Hotels, Motels"
MAR.GS,5.625,2007-10-19,20130215,0,0,0,28930,"Restaurants, Hotels, Motels"
MAS.GN,4.8,2005-06-10,20150615,0,0,0,7085,Construction Materials
MAS.GO,6.125,2006-10-03,20161003,0,0,0,7085,Construction Materials
MAS.GQ,5.85,2007-03-14,20170315,0,0,0,7085,Construction Materials
MAS.GR,7.125,2010-03-10,20200315,0,0,0,7085,Construction Materials
MAT.AA,6.2,2010-09-28,20401001,0,0,0,7116,Recreation
MAT.HD,5.625,2008-03-07,20130315,0,0,0,7116,Recreation
MAT.HE,4.35,2010-09-28,20201001,0,0,0,7116,Recreation
MAT.HF,2.5,2011-11-08,20161101,0,0,0,7116,Recreation
MAT.HG,5.45,2011-11-08,20411101,0,0,0,7116,Recreation
MCK.GL,6.0,2011-02-28,20410301,0,0,0,7171,Wholesale
MCK.GM,3.25,2011-02-28,20160301,0,0,0,7171,Wholesale
MCK.GN,4.75,2011-02-28,20210301,0,0,0,7171,Wholesale
MCO.AA,5.5,2010-08-19,20200901,0,0,0,139665,Business Services
MDAS.AC,8.0,2011-11-11,20181115,0,0,0,179027,Business Services
MDC.GF,5.625,2010-01-15,20200201,0,0,0,6865,Construction
MDCA.GF,11.0,2010-10-29,20161101,0,0,0,20570,Business Services
MDT.AA,2.625,2011-03-15,20160315,0,0,0,7228,Medical Equipment
MDT.AB,4.125,2011-03-15,20210315,0,0,0,7228,Medical Equipment
MDT.GG,4.75,2006-02-10,20150915,0,0,0,7228,Medical Equipment
MDT.GK,1.625,2006-04-18,20130415,0,0,0,7228,Medical Equipment
MDT.GL,4.5,2009-03-12,20140315,0,0,0,7228,Medical Equipment
MDT.GM,6.5,2009-03-12,20390315,0,0,0,7228,Medical Equipment
MDT.GN,5.6,2009-03-12,20190315,0,0,0,7228,Medical Equipment
MDT.GQ,3.0,2010-03-16,20150315,0,0,0,7228,Medical Equipment
MEOH.GC,6.0,2005-08-03,20150815,0,0,0,13971,Chemicals
MERC.GB,9.25,2005-02-14,20130215,0,0,0,14563,Business Supplies
MET.HL,5.7,2005-06-23,20350615,0,0,0,133768,Insurance
MET.HM,5.0,2005-06-23,20150615,0,0,0,133768,Insurance
MET.II,6.817,2008-08-15,20180815,0,0,0,133768,Insurance
MET.IJ,7.717,2009-02-17,20190215,0,0,0,133768,Insurance
MET.IN,6.75,2009-05-29,20160601,0,0,0,133768,Insurance
MET.JC,2.375,2010-08-06,20140206,0,0,0,133768,Insurance
MET.JD,4.75,2010-08-06,20210208,0,0,0,133768,Insurance
MET.JE,5.875,2010-08-06,20410206,0,0,0,133768,Insurance
MF.AB,1.875,2011-02-11,20160201,0,0,0,177745,Trading
MF.AC,3.375,2011-08-02,20180801,0,0,0,177745,Trading
MF.AD,8.25,2011-08-08,20160808,0,0,0,177745,Trading
MFC.AA,3.4,2010-09-17,20150917,0,0,0,124042,Insurance
MFC.AB,4.9,2010-09-17,20200917,0,0,0,124042,Insurance
MFN.GC,4.5,2010-11-03,20151215,0,0,0,64779,Precious Metals
MGG.GT,6.625,2005-06-20,20150715,0,0,0,14418,Entertainment
MGG.GV,6.625,2005-12-13,20150715,0,0,0,14418,Entertainment
MGG.GW,6.75,2006-04-05,20130401,0,0,0,14418,Entertainment
MGG.GX,6.875,2006-04-05,20160401,0,0,0,14418,Entertainment
MGG.GY,6.875,2006-08-30,20160401,0,0,0,14418,Entertainment
MGG.GZ,6.75,2006-08-30,20130401,0,0,0,14418,Entertainment
MGG.HA,7.625,2006-12-21,20170115,0,0,0,14418,Entertainment
MGG.HB,7.5,2007-05-17,20160601,0,0,0,14418,Entertainment
MGG.HF,10.375,2010-06-22,20140515,0,0,0,14418,Entertainment
MGG.HT,13.0,2009-10-29,20131115,0,0,0,14418,Entertainment
MGG.HY,11.125,2010-06-22,20171115,0,0,0,14418,Entertainment
MHK.GF,6.125,2006-01-17,20160115,0,0,0,25119,Textiles
MHO.AC,8.625,2011-06-10,20181115,0,0,0,12615,Construction
MHP.GA,5.375,2007-11-02,20121115,0,0,0,7163,Printing and Publishing
MHP.GB,6.55,2007-11-02,20371115,0,0,0,7163,Printing and Publishing
MHP.GC,5.9,2007-11-02,20171115,0,0,0,7163,Printing and Publishing
MHS.GB,7.125,2008-03-18,20180315,0,0,0,7186,Retail
MHS.GC,6.125,2008-03-18,20130315,0,0,0,7186,Retail
MHS.GD,2.75,2010-09-10,20150915,0,0,0,7186,Retail
MHS.GE,4.125,2010-09-10,20200915,0,0,0,7186,Retail
MIL.GD,3.75,2006-06-13,20260601,0,0,0,7409,Measuring and Control Equipment
MINI.GD,6.875,2007-08-20,20150501,0,0,0,29734,Fabricated Products
MINI.GG,7.875,2011-06-17,20201201,0,0,0,29734,Fabricated Products
MJN.AA,4.9,2010-07-06,20191101,0,0,0,180833,Food Products
MJN.AH,5.9,2010-07-06,20391101,0,0,0,180833,Food Products
MJN.AI,3.5,2010-07-06,20141101,0,0,0,180833,Food Products
MKC.GL,5.2,2005-12-06,20151215,0,0,0,7146,Food Products
MKC.GN,5.75,2007-12-07,20171215,0,0,0,7146,Food Products
MKC.GO,5.25,2008-09-03,20130901,0,0,0,7146,Food Products
MKC.GP,3.9,2011-07-08,20210715,0,0,0,7146,Food Products
MKL.GJ,7.125,2009-09-22,20190930,0,0,0,12909,Insurance
MKL.GK,5.35,2011-06-01,20210601,0,0,0,12909,Insurance
MLM.GF,6.25,2007-04-30,20370501,0,0,0,29733,Non-Metallic and Industrial Metal Mining
MLM.GG,6.6,2008-04-21,20180415,0,0,0,29733,Non-Metallic and Industrial Metal Mining
MMC.GM,5.75,2005-09-16,20150915,0,0,0,7065,Insurance
MMC.GN,9.25,2009-03-23,20190415,0,0,0,7065,Insurance
MMC.GO,4.8,2011-07-15,20210715,0,0,0,7065,Insurance
MMM.GT,1.375,2011-09-29,20160929,0,0,0,7435,Business Supplies
MMP.GD,6.4,2007-04-19,20370501,0,0,0,142230,Transportation
MMP.GE,6.4,2008-07-14,20180715,0,0,0,142230,Transportation
MMP.GF,6.55,2009-06-26,20190715,0,0,0,142230,Transportation
MMR.GE,11.875,2007-11-14,20141115,0,0,0,30234,Petroleum and Natural Gas
MMR.GF,4.0,2010-12-30,20171230,0,0,0,30234,Petroleum and Natural Gas
MMR.GH,5.25,2011-10-06,20121006,0,0,0,30234,Petroleum and Natural Gas
MNI.GD,11.5,2010-08-30,20170215,0,0,0,14163,Printing and Publishing
MNKD.AB,5.75,2010-08-24,20150815,0,0,0,160340,Pharmaceutical Products
MNKD.GA,3.75,2006-12-12,20131215,0,0,0,160340,Pharmaceutical Products
MNTG.AA,12.625,2010-03-18,20140715,0,0,0,25079,Entertainment
MO.HA,9.95,2008-11-10,20381110,0,0,0,8543,Tobacco Products
MO.HB,8.5,2008-11-10,20131110,0,0,0,8543,Tobacco Products
MO.HC,9.7,2008-11-10,20181110,0,0,0,8543,Tobacco Products
MO.HF,9.25,2009-02-06,20190806,0,0,0,8543,Tobacco Products
MO.HG,7.75,2009-02-06,20140206,0,0,0,8543,Tobacco Products
MO.HH,10.2,2009-02-06,20390206,0,0,0,8543,Tobacco Products
MO.HJ,4.125,2010-06-11,20150911,0,0,0,8543,Tobacco Products
MO.HK,4.75,2011-05-05,20210505,0,0,0,8543,Tobacco Products
MOH.GA,3.75,2007-10-11,20141001,0,0,0,152149,Insurance
MON.GE,5.5,2005-07-15,20350730,0,0,0,140760,Agriculture
MON.GF,5.5,2005-08-25,20250815,0,0,0,140760,Agriculture
MON.GG,5.5,2006-02-10,20250815,0,0,0,140760,Agriculture
MON.GH,5.875,2008-04-15,20380415,0,0,0,140760,Agriculture
MON.GI,5.125,2008-04-15,20180415,0,0,0,140760,Agriculture
MOS.GC,3.75,2011-10-24,20211115,0,0,0,162129,Chemicals
MOS.GD,4.875,2011-10-24,20411115,0,0,0,162129,Chemicals
MRGE.AC,11.75,2010-11-02,20150501,0,0,0,66630,Computers
MRK.GU,4.75,2005-02-17,20150301,0,0,0,7257,Pharmaceutical Products
MRK.GV,5.75,2006-11-14,20361115,0,0,0,7257,Pharmaceutical Products
MRK.GX,3.875,2010-12-10,20210115,0,0,0,7257,Pharmaceutical Products
MRNY.GC,7.5,2006-11-09,20130415,0,0,0,148281,Petroleum and Natural Gas
MRNY.GD,8.0,2007-04-30,20170515,0,0,0,148281,Petroleum and Natural Gas
MRNY.GE,11.75,2009-06-10,20160630,0,0,0,148281,Petroleum and Natural Gas
MRO.AE,5.9,2008-03-17,20180315,0,0,0,7017,Petroleum and Natural Gas
MRO.AF,7.5,2009-02-17,20190215,0,0,0,7017,Petroleum and Natural Gas
MRO.AG,6.5,2009-02-17,20140215,0,0,0,7017,Petroleum and Natural Gas
MRO.AI,3.5,2011-11-14,20160301,0,0,0,186989,Petroleum and Natural Gas
MRO.AJ,5.125,2011-11-14,20210301,0,0,0,186989,Petroleum and Natural Gas
MRO.AK,6.5,2011-11-14,20410301,0,0,0,186989,Petroleum and Natural Gas
MRO.GY,6.0,2007-09-27,20171001,0,0,0,7017,Petroleum and Natural Gas
MRO.GZ,6.6,2007-09-27,20371001,0,0,0,7017,Petroleum and Natural Gas
MS.GBY,6.25,2007-08-28,20170828,0,0,0,12124,Trading
MS.GCA,5.75,2007-08-31,20120831,0,0,0,12124,Trading
MS.GCD,0.0,2007-09-05,20130605,0,0,0,12124,Trading
MS.GDD,5.25,2007-11-02,20121102,0,0,0,12124,Trading
MS.GGO,6.625,2008-04-01,20180401,0,0,0,12124,Trading
MS.GLB,1.1,2008-06-26,20150624,0,0,0,12124,Trading
MS.HWH,4.0,2010-07-26,20150724,0,0,0,12124,Trading
MS.HWI,5.5,2010-07-26,20200724,0,0,0,12124,Trading
MS.XJ,5.45,2007-01-09,20170109,0,0,0,12124,Trading
MS.XK,0.54335,2007-01-09,20140109,0,0,0,12124,Trading
MS.ZD,5.55,2007-04-27,20170427,0,0,0,12124,Trading
MS.ZG,8.0,2007-04-27,20370427,0,0,0,12124,Trading
MSFT.GA,2.95,2009-05-18,20140601,0,0,0,12141,Business Services
MSFT.GB,4.2,2009-05-18,20190601,0,0,0,12141,Business Services
MSFT.GC,5.2,2009-05-18,20390601,0,0,0,12141,Business Services
MSFT.GE,0.875,2010-09-27,20130927,0,0,0,12141,Business Services
MSFT.GF,1.625,2010-09-27,20150925,0,0,0,12141,Business Services
MSFT.GG,3.0,2010-09-27,20201001,0,0,0,12141,Business Services
MSFT.GH,4.5,2010-09-27,20401001,0,0,0,12141,Business Services
MSFT.GI,2.5,2011-02-08,20160208,0,0,0,12141,Business Services
MSFT.GJ,4.0,2011-02-08,20210208,0,0,0,12141,Business Services
MSFT.GK,5.3,2011-02-08,20410208,0,0,0,12141,Business Services
MT.AD,5.375,2008-11-07,20130601,0,0,0,65248,Steelworks Etc
MT.AE,6.125,2008-11-07,20180601,0,0,0,65248,Steelworks Etc
MT.AG,10.6,2009-05-20,20190601,0,0,0,65248,Steelworks Etc
MT.AG,10.85,2009-05-20,20190601,0,0,0,65248,Steelworks Etc
MT.AG,10.35,2009-05-20,20190601,0,0,0,65248,Steelworks Etc
MT.AH,9.5,2009-05-20,20150215,0,0,0,65248,Steelworks Etc
MT.AI,7.0,2009-10-08,20391015,0,0,0,65248,Steelworks Etc
MT.AI,7.25,2009-10-08,20391015,0,0,0,65248,Steelworks Etc
MT.AI,7.5,2009-10-08,20391015,0,0,0,65248,Steelworks Etc
MT.AI,7.75,2009-10-08,20391015,0,0,0,65248,Steelworks Etc
MT.AI,8.0,2009-10-08,20391015,0,0,0,65248,Steelworks Etc
MT.AJ,5.25,2010-08-05,20200805,0,0,0,65248,Steelworks Etc
MT.AJ,5.5,2010-08-05,20200805,0,0,0,65248,Steelworks Etc
MT.AJ,5.75,2010-08-05,20200805,0,0,0,65248,Steelworks Etc
MT.AJ,6.0,2010-08-05,20200805,0,0,0,65248,Steelworks Etc
MT.AJ,6.25,2010-08-05,20200805,0,0,0,65248,Steelworks Etc
MT.AK,4.5,2010-08-05,20150805,0,0,0,65248,Steelworks Etc
MT.AK,4.25,2010-08-05,20150805,0,0,0,65248,Steelworks Etc
MT.AL,4.5,2011-03-07,20160301,0,0,0,65248,Steelworks Etc
MT.AL,4.25,2011-03-07,20160301,0,0,0,65248,Steelworks Etc
MT.AM,6.75,2011-03-07,20410301,0,0,0,65248,Steelworks Etc
MT.AM,7.0,2011-03-07,20410301,0,0,0,65248,Steelworks Etc
MT.AM,7.25,2011-03-07,20410301,0,0,0,65248,Steelworks Etc
MT.AM,7.5,2011-03-07,20410301,0,0,0,65248,Steelworks Etc
MT.AM,7.75,2011-03-07,20410301,0,0,0,65248,Steelworks Etc
MT.AN,5.5,2011-03-07,20210301,0,0,0,65248,Steelworks Etc
MT.AN,5.75,2011-03-07,20210301,0,0,0,65248,Steelworks Etc
MT.AN,6.0,2011-03-07,20210301,0,0,0,65248,Steelworks Etc
MT.AN,6.25,2011-03-07,20210301,0,0,0,65248,Steelworks Etc
MT.AN,6.5,2011-03-07,20210301,0,0,0,65248,Steelworks Etc
MTG.GC,5.375,2005-10-07,20151101,0,0,0,24379,Insurance
MTG.GF,5.0,2010-04-26,20170501,0,0,1,24379,Insurance
MTH.GH,6.25,2005-06-17,20150315,0,0,0,14790,Construction
MTH.GL,7.15,2010-06-30,20200415,0,0,0,14790,Construction
MTW.GD,9.5,2010-02-08,20180215,0,0,0,6994,Machinery
MTW.GE,8.5,2010-10-18,20201101,0,0,0,6994,Machinery
MTZ.GC,7.625,2007-06-29,20170201,0,0,0,2497,Construction
MTZ.GD,4.0,2009-06-05,20140615,0,0,0,2497,Construction
MTZ.GG,4.0,2010-12-15,20140615,0,0,0,2497,Construction
MTZ.GH,4.25,2011-01-11,20141215,0,0,0,2497,Construction
MU.GC,1.875,2007-05-23,20140601,0,0,0,7343,Electrical Equipment
MU.GD,4.25,2009-04-15,20131015,0,0,0,7343,Electrical Equipment
MU.GE,1.875,2010-11-03,20270601,0,0,0,7343,Electrical Equipment
MWA.AI,8.75,2010-11-18,20200901,0,0,0,166482,Steelworks Etc
MWV.HF,7.375,2009-08-24,20190901,0,0,0,11446,Business Supplies
MWY.GB,6.0,2005-09-19,20250930,0,0,0,63898,Business Services
MWY.GD,7.125,2006-05-30,20260531,0,0,0,63898,Business Services
MXIM.AA,3.45,2010-06-17,20130614,0,0,0,14256,Electrical Equipment
MYL.GD,6.375,2006-01-18,20150815,0,0,0,7637,Pharmaceutical Products
MYL.GG,3.75,2008-09-15,20150915,0,0,0,7637,Pharmaceutical Products
NABI.GD,2.875,2005-04-19,20250415,0,0,1,7936,Pharmaceutical Products
NAV.GN,8.25,2009-10-28,20211101,0,0,0,6081,Automobiles and Trucks
NAVG.GA,7.0,2006-04-17,20160501,0,0,0,17074,Insurance
NBL.AD,6.0,2011-02-18,20410301,0,0,0,7912,Petroleum and Natural Gas
NBL.GG,8.25,2009-02-27,20190301,0,0,0,7912,Petroleum and Natural Gas
NBL.GN,4.15,2011-12-08,20211215,0,0,0,7912,Petroleum and Natural Gas
NBR.GR,6.15,2008-10-09,20180215,0,0,0,1661,Petroleum and Natural Gas
NBR.GT,9.25,2009-07-17,20190115,0,0,0,1661,Petroleum and Natural Gas
NBR.GW,5.0,2011-02-18,20200915,0,0,0,1661,Petroleum and Natural Gas
NBR.GX,4.625,2011-08-23,20210915,0,0,0,1661,Petroleum and Natural Gas
NCX.GJ,3.8549,2006-02-10,20131115,0,0,0,8009,Chemicals
NDAQ.GA,2.5,2008-02-26,20130815,0,0,0,149337,Trading
NDAQ.GB,2.5,2008-02-26,20130815,0,0,0,149337,Trading
NDAQ.GC,4.0,2010-01-15,20150115,0,0,0,149337,Trading
NDAQ.GD,5.55,2010-01-15,20200115,0,0,0,149337,Trading
NDAQ.GE,5.25,2010-12-21,20180116,0,0,0,149337,Trading
NEM.GL,5.875,2005-03-22,20350401,0,0,0,7881,Precious Metals
NEM.GN,1.625,2007-07-17,20170715,0,0,1,7881,Precious Metals
NEM.GO,1.25,2007-07-17,20140715,0,0,0,7881,Precious Metals
NEM.GP,1.625,2007-07-17,20170715,0,0,1,7881,Precious Metals
NEM.GR,5.125,2009-09-18,20191001,0,0,0,7881,Precious Metals
NEM.GS,6.25,2009-09-18,20391001,0,0,0,7881,Precious Metals
NENA.GH,7.375,2005-08-05,20141115,0,0,0,162264,Business Supplies
NEU.GD,7.125,2007-05-15,20161215,0,0,0,4462,Chemicals
NFG.AA,4.9,2011-12-01,20211201,0,0,0,7733,Utilities
NFG.PR,6.5,2009-02-18,20180415,0,0,0,7733,Utilities
NFG.PS,8.75,2009-04-06,20190501,0,0,0,7733,Utilities
NFLX.GC,8.5,2010-01-29,20171115,0,0,0,147579,Entertainment
NFP.GC,4.0,2010-06-15,20170615,0,0,0,154056,Insurance
NFS.HB,5.1,2005-09-26,20151001,0,0,0,64621,Insurance
NFX.GI,5.75,2011-09-30,20220130,0,0,0,29173,Petroleum and Natural Gas
NGG.JN,6.3,2006-07-24,20160801,0,0,0,211819,Utilities
NHP.HI,6.0,2005-05-18,20150520,0,0,0,13124,Trading
NHP.HK,6.25,2007-10-19,20130201,0,0,0,13124,Trading
NIHD.GF,2.75,2005-08-15,20250815,0,0,0,140902,Communication
NKTR.GF,3.25,2005-09-28,20120928,0,1,0,30137,Pharmaceutical Products
NLY.AA,4.0,2010-02-12,20150215,0,0,0,65556,Trading
NNI.GB,3.657,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,3.7011,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,3.9781,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,4.0051,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,4.22878,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,4.37206,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,4.52689,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,4.70778,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,5.06839,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,5.677,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,5.70488,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,5.70938,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,5.76113,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,5.976,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,6.178,2006-09-27,20360929,1,1,0,155738,Banking
NNI.GB,3.6296,2006-09-27,20360929,1,1,0,155738,Banking
NNN.GE,6.15,2005-11-17,20151215,0,0,0,12140,Trading
NNN.GF,3.95,2006-09-13,20260915,0,0,0,12140,Trading
NNN.GG,6.875,2007-09-10,20171015,0,0,0,12140,Trading
NNN.GH,5.125,2008-03-15,20280615,0,0,0,12140,Trading
NNN.GI,5.5,2011-07-06,20210715,0,0,0,12140,Trading
NOC.GQ,5.05,2009-07-30,20190801,0,0,0,7985,Electrical Equipment
NOC.GR,3.7,2009-07-30,20140801,0,0,0,7985,Electrical Equipment
NOC.GS,5.05,2010-11-08,20401115,0,0,0,7985,Electrical Equipment
NOC.GU,1.85,2010-11-08,20151115,0,0,0,7985,Electrical Equipment
NOI.GE,6.125,2008-04-21,20150815,0,0,0,63892,Machinery
NOK.GA,5.375,2009-05-07,20190515,0,0,0,23671,Electrical Equipment
NOK.GB,6.625,2009-05-07,20390515,0,0,0,23671,Electrical Equipment
NPO.GB,3.9375,2005-10-26,20151015,0,0,0,148950,Rubber and Plastic Products
NR.GB,4.0,2010-10-04,20171001,0,0,1,7882,Wholesale
NRD.GH,5.5,2005-06-08,20170615,1,0,0,7919,Steelworks Etc
NRD.GI,6.2,2005-06-08,20350615,1,0,0,7919,Steelworks Etc
NRG.GS,7.25,2006-02-02,20140201,0,0,0,135990,Utilities
NRG.GT,7.375,2006-02-02,20160201,0,0,0,135990,Utilities
NRG.GU,7.375,2006-11-21,20170115,0,0,0,135990,Utilities
NRG.GV,8.5,2009-06-05,20190615,0,0,0,135990,Utilities
NRG.GZ,8.25,2011-04-18,20200901,0,0,0,135990,Utilities
NRG.HC,7.625,2011-11-07,20180115,0,0,0,135990,Utilities
NSC.JK,6.0,2005-03-11,21050315,0,0,0,7923,Transportation
NSC.JM,5.59,2005-05-12,20250517,0,0,0,7923,Transportation
NSC.JN,5.64,2005-05-12,20290517,0,0,0,7923,Transportation
NSC.JT,5.9,2009-06-01,20190615,0,0,0,7923,Transportation
NSC.JU,6.0,2011-05-23,21110523,0,0,0,7923,Transportation
NSC.JX,5.75,2009-11-04,20160115,0,0,0,7923,Transportation
NSC.JZ,5.75,2008-07-18,20180401,0,0,0,7923,Transportation
NSC.KA,3.25,2011-11-17,20211201,0,0,0,7923,Transportation
NSM.GF,6.6,2007-06-18,20170615,0,0,0,7772,Electrical Equipment
NSM.GG,3.95,2010-04-06,20150415,0,0,0,7772,Electrical Equipment
NT.GQ,1.75,2007-03-28,20120415,0,0,1,7980,Electrical Equipment
NT.GR,2.125,2007-03-28,20140415,0,0,1,7980,Electrical Equipment
NTAP.GA,1.75,2008-06-10,20130601,0,0,0,61591,Computers
NTAP.GB,1.75,2008-06-10,20130601,0,0,0,61591,Computers
NTRS.GP,5.2,2007-11-09,20121109,0,0,0,7982,Banking
NTRS.GS,5.5,2008-08-13,20130815,0,0,0,7982,Banking
NTRS.GU,4.625,2009-05-01,20140501,0,0,0,7982,Banking
NTRS.GV,3.45,2010-11-04,20201104,0,0,0,7982,Banking
