bond_sym_id	coupon_rate	issue_date	maturity_date	unsecured_indicator	junior_indicator	convertible_indicator
BGG.GE	6.875	20101220	20201215	0	0	0
BHI.GC	6.875	20020701	20290115	0	0	0
BHI.GI	6.5	20081028	20131115	0	0	0
BHI.GJ	7.5	20081028	20181115	0	0	0
BHI.GK	5.125	20100824	20400915	0	0	0
BID.GD	3.125	20080617	20130615	0	0	0
BID.GE	7.75	20090430	20150615	0	0	0
BIIB.GA	6	20080304	20130301	0	0	0
BIIB.GB	6.875	20080304	20180301	0	0	0
BIOB.GC	7.5	20031030	20130815	0	1	0
BIOB.GE	6.125	20050531	20141215	0	1	0
BIOB.GH	4.875	20101209	20201215	0	0	0
BIOS.AC	10.25	20100812	20151001	0	0	0
BJS.GG	6	20080519	20180601	0	0	0
BKD.AA	2.75	20110614	20180615	0	0	1
BKH.GD	6.5	20030521	20130515	0	0	0
BKH.GE	9	20090514	20140515	0	0	0
BKH.GF	5.875	20100716	20200715	0	0	0
BKI.GC	8.5	20031218	20131001	0	0	0
BLC.GF	6.75	20060526	20130530	0	0	0
BLC.GN	8	20091116	20161115	0	0	0
BLCT.GA	8.625	20070131	20170215	0	0	0
BLK.GC	6.25	20070917	20170915	0	0	0
BLK.GF	2.25	20091210	20121210	0	0	0
BLK.GG	5	20091210	20191210	0	0	0
BLK.GH	3.5	20091210	20141210	0	0	0
BLK.GJ	4.25	20110524	20210524	0	0	0
BLL.GG	6.625	20060327	20180315	0	0	0
BLL.GH	7.125	20090820	20160901	0	0	0
BLL.GI	7.375	20090820	20190901	0	0	0
BLL.GJ	6.75	20100322	20200915	0	0	0
BLL.GK	5.75	20101118	20210515	0	0	0
BLS.GH	6.875	20020701	20311015	0	0	0
BLS.HQ	6.55	20040629	20340615	0	0	0
BLS.HS	5.2	20040913	20140915	0	0	0
BLS.HV	4.75	20041115	20121115	0	0	0
BLS.HW	6	20041115	20341115	0	0	0
BLS.HX	5.2	20041222	20161215	0	0	0
BMC.GA	7.25	20080604	20180601	0	0	0
BMS.GE	5.65	20090727	20140801	0	0	0
BMS.GF	6.8	20090727	20190801	0	0	0
BMS.GG	4.5	20111004	20211015	0	0	0
BMY.GA	7.15	20020701	20230615	0	0	0
BMY.GC	6.875	20020701	20970801	0	0	0
BMY.GG	5.25	20040730	20130815	0	0	0
BMY.GK	1.6245	20031001	20230915	0	0	1
BMY.GK	1.83413	20031001	20230915	0	0	1
BMY.GK	1.84063	20031001	20230915	0	0	1
BMY.GK	1.91025	20031001	20230915	0	0	1
BMY.GK	2.11088	20031001	20230915	0	0	1
BMY.GK	2.28819	20031001	20230915	0	0	1
BMY.GK	0	20031001	20230915	0	0	1
BMY.GK	.012	20031001	20230915	0	0	1
BMY.GK	.13385	20031001	20230915	0	0	1
BMY.GK	.35028	20031001	20230915	0	0	1
BMY.GK	.46344	20031001	20230915	0	0	1
BMY.GK	.63122	20031001	20230915	0	0	1
BMY.GK	.82	20031001	20230915	0	0	1
BMY.GK	1.08849	20031001	20230915	0	0	1
BMY.GL	5.875	20061120	20361115	0	0	0
BMY.GM	5.45	20080501	20180501	0	0	0
BMY.GN	6.125	20080501	20380501	0	0	0
BNI.JQ	7.082	20020701	20290513	0	0	0
BNI.KJ	5.9	20020701	20120701	0	0	0
BNI.LL	4.3	20030521	20130701	0	0	0
BNI.LN	4.875	20041124	20150115	0	0	0
BNI.MD	5.75	20080314	20180315	0	0	0
BNI.ME	7	20081203	20140201	0	0	0
BNI.MG	4.7	20090924	20191001	0	0	0
BNS.AA	2.9	20110329	20160329	0	0	0
BNS.GH	3.4	20100122	20150122	0	0	0
BNS.GI	2.25	20100122	20130122	0	0	0
BNS.GK	2.375	20100617	20131217	0	0	0
BNS.GN	2.05	20101007	20151007	0	0	0
BNS.GS	4.375	20110113	20210113	0	0	0
BOL.GM	9.875	20090319	20151101	0	0	0
BOW.GJ	6.5	20031024	20130615	0	0	0
BOW.GK	4.32	20040317	20100315	0	0	0
BPL.AA	4.875	20110113	20210201	0	0	0
BPL.GA	4.625	20030710	20130715	0	0	0
BPL.GE	6.75	20031215	20330815	0	0	0
BPL.GF	5.3	20041012	20141015	0	0	0
BPL.GG	5.125	20050630	20170701	0	0	0
BPL.GH	6.05	20080111	20180115	0	0	0
BPL.GI	5.5	20090818	20190815	0	0	0
BPZ.AB	6.5	20100208	20150301	0	0	1
BR.GS	6.125	20070529	20170601	0	0	0
BRCD.GG	6.625	20100927	20180115	0	0	0
BRCD.GK	6.875	20100927	20200115	0	0	0
BRCM.AE	1.5	20110928	20131101	0	0	0
BRCM.AF	2.375	20110928	20151101	0	0	0
BRE.GB	7.125	20020701	20130215	0	0	0
BRE.GJ	4.125	20060815	20260815	0	0	0
BRE.GK	5.5	20070313	20170315	0	0	0
BRE.GL	5.2	20100922	20210315	0	0	0
BRKA.JX	2.125	20100211	20130211	0	0	0
BRKA.JY	3.2	20100211	20150211	0	0	0
BRKA.KF	2.2	20110815	20160815	0	0	0
BRKA.KG	3.75	20110815	20210815	0	0	0
BRS.GB	7.5	20080303	20170915	0	0	0
BRS.GC	3	20080617	20380615	0	0	0
BRY.GC	10.25	20090527	20140601	0	0	0
BRY.GD	6.75	20101101	20201101	0	0	0
BSX.GB	5.45	20040625	20140615	0	0	0
BSX.GD	5.125	20041118	20170112	0	0	0
BSX.GE	7	20051117	20351115	0	0	0
BSX.GF	6.25	20051117	20151115	0	0	0
BSX.GG	6.4	20060609	20160615	0	0	0
BSX.GI	4.5	20091214	20150115	0	0	0
BSX.GJ	7.375	20091214	20400115	0	0	0
BSX.GK	6	20091214	20200115	0	0	0
BTH.GB	5.5	20031023	20131101	0	0	0
BTU.GE	5.875	20040323	20160415	0	0	0
BTU.GF	7.375	20061012	20161101	0	0	0
BTU.GG	7.875	20061012	20261101	0	0	0
BUD.GK	6.75	20020701	20271215	0	0	0
BUD.GL	6.5	20020701	20280101	0	0	0
BUD.GS	7.55	20020701	20301001	0	0	0
BUD.GT	6.8	20020701	20310115	0	0	0
BUD.GV	6.8	20020701	20320820	0	0	0
BUD.GX	6	20020701	20411101	0	0	0
BUD.GZ	6.5	20020701	20420501	0	0	0
BUD.HA	4.375	20021016	20130115	0	0	0
BUD.HB	5.95	20021031	20330115	0	0	0
BUD.HC	4.625	20030127	20150201	0	0	0
BUD.HD	4.5	20030311	20180401	0	0	0
BUD.HE	5.35	20030506	20230515	0	0	0
BUD.HF	4.95	20030912	20140115	0	0	0
BUD.HG	5.05	20031014	20161015	0	0	0
BUD.HH	5	20040301	20190301	0	0	0
BUD.HJ	5	20040816	20150115	0	0	0
BUD.HL	5.75	20060310	20360401	0	0	0
BUD.HM	5.6	20070209	20170301	0	0	0
BUD.HN	6.45	20070824	20370901	0	0	0
BUD.HO	5.5	20071130	20180115	0	0	0
BWA.GC	7.125	20020701	20290215	0	0	0
BWA.GD	8	20020701	20191001	0	0	0
BWA.GE	5.75	20061101	20161101	0	0	0
BWA.GG	4.625	20100916	20200915	0	0	0
BWS.GF	7.125	20110906	20190515	0	0	0
BXP.AA	4.125	20101118	20210515	0	0	0
BXP.GE	6.25	20030616	20130115	0	0	0
BXP.GF	5	20030910	20150601	0	0	0
BXP.GG	5.625	20030910	20150415	0	0	0
BXP.GH	3.75	20060406	20360515	0	0	0
BXP.GJ	2.875	20070206	20370215	0	0	0
BXP.GL	5.875	20091009	20191015	0	0	0
BXP.GN	3.7	20111110	20181115	0	0	0
BYD.GG	7.75	20030618	20121215	0	1	0
BYD.GN	9.125	20111018	20181201	0	0	0
BZH.GF	6.5	20040510	20131115	0	0	0
BZH.GK	6.875	20051026	20150715	0	0	0
BZH.GN	8.125	20060921	20160615	0	0	0
BZH.GQ	12	20100309	20171015	0	0	0
BZH.GR	9.125	20100520	20180615	0	0	0
BZH.GU	9.125	20110719	20190515	0	0	0
C.AGT	5.375	20100809	20200809	0	0	0
C.AKF	3.953	20110615	20160615	0	0	0
C.ALY	4.5	20111101	20220114	0	0	0
C.GMA	6.625	20020701	20320615	1	1	0
C.GMF	5.625	20020826	20120827	0	1	0
C.GOR	6.375	20090812	20140812	0	0	0
C.GOS	5.5	20090924	20141015	0	0	0
C.HBI	5	20030513	20130315	0	0	0
C.HBO	4.875	20030507	20150507	0	1	0
C.HBW	6.375	20030513	20330315	0	0	0
C.HCV	6	20031030	20331031	1	1	0
C.HDI	5.125	20040505	20140505	0	0	0
C.HDT	.50285	20041105	20141105	0	0	0
C.HED	5.85	20041209	20341211	0	0	0
C.HEF	5	20050111	20140915	0	1	0
C.HEJ	4.7	20050531	20150529	0	0	0
C.HEM	5.3	20051208	20160107	0	0	0
C.HEN	16.11392	20051221	20221011	0	0	0
C.HET	.5512	20060609	20160609	1	1	0
C.HET	.603	20060609	20160609	1	1	0
C.HET	.747	20060609	20160609	1	1	0
C.HET	.9061	20060609	20160609	1	1	0
C.HET	.5056	20060609	20160609	1	1	0
C.HEU	5.85	20060628	20130702	0	0	0
C.HEV	5.85	20060802	20160802	0	0	0
C.HEW	6.125	20060825	20360825	1	1	0
C.HFC	.3666	20070307	20140307	0	0	0
C.HFD	5.875	20070529	20370529	0	0	0
C.HFF	6	20070815	20170815	0	0	0
C.HFG	5.5	20070827	20120827	0	0	0
C.HFH	5.3	20071017	20121017	0	0	0
C.HFI	6.125	20071121	20171121	0	0	0
C.HFK	6.875	20080305	20380305	0	0	0
C.HFL	5.5	20080411	20130411	0	0	0
C.HFN	6.125	20080512	20180515	0	0	0
C.HFO	2.0205	20080513	20180515	0	0	0
C.HFO	2.3182	20080513	20180515	0	0	0
C.HFO	2.517	20080513	20180515	0	0	0
C.HFO	2.60567	20080513	20180515	0	0	0
C.HFO	2.739	20080513	20180515	0	0	0
C.HFO	3.015	20080513	20180515	0	0	0
C.HFO	3.11586	20080513	20180515	0	0	0
C.HFO	3.53875	20080513	20180515	0	0	0
C.HFO	1.9321	20080513	20180515	0	0	0
C.HFP	6.5	20080819	20130819	0	0	0
C.HFV	8.125	20090723	20390715	0	0	0
C.HRY	8.5	20090522	20190522	0	0	0
C.HTX	6.01	20091215	20150115	0	0	0
C.HVG	4.75	20100519	20150519	0	0	0
C.HVK	6	20100615	20131213	0	0	0
C.ZZH	5.875	20030219	20330222	1	1	0
CA.GR	6.125	20070606	20141201	0	0	0
CA.GS	5.375	20091113	20191201	0	0	0
CACC.AA	9.125	20110217	20170201	0	0	0
CAG.GC	9.75	20020701	20210301	1	1	0
CAG.GF	7.125	20020701	20261001	0	0	0
CAG.GG	6.7	20020701	20270801	0	0	0
CAG.GH	7	20020701	20281001	0	0	0
CAG.GL	8.25	20020701	20300915	0	0	0
CAG.GV	5.819	20070621	20170615	0	0	0
CAG.GW	5.875	20090414	20140415	0	0	0
CAG.GX	7	20090414	20190415	0	0	0
CAH.AA	4.625	20101213	20201215	0	0	0
CAH.GK	4	20030617	20150615	0	0	0
CAH.GL	5.85	20051215	20171215	0	0	0
CAH.GT	5.8	20080312	20161015	0	0	0
CAH.GU	6	20080312	20170615	0	0	0
CAH.GX	5.5	20080602	20130615	0	0	0
CAL.IK	5	20030610	20230615	0	0	1
CARS.GB	6	20040512	20240515	0	0	0
CAT.AC	5.2	20110527	20410527	0	0	0
CAT.AE	1.375	20110527	20140527	0	0	0
CAT.AF	3.9	20110527	20210527	0	0	0
CAT.GNE	5.3	20050913	20350915	0	0	0
CAT.GVA	5.7	20060808	20160815	0	0	0
CAT.GVB	6.05	20060808	20360815	0	0	0
CAT.HOI	7	20081205	20131215	0	0	0
CAT.MO	7.375	20020701	20970301	0	0	0
CAT.MP	6.625	20020701	20280715	0	0	0
CAT.RU	6.95	20020701	20420501	0	0	0
CB.GC	6.8	20020701	20311115	0	0	0
CB.GM	5.2	20031216	20130401	0	0	0
CB.GO	6	20070511	20370511	0	0	0
CB.GP	5.75	20080506	20180515	0	0	0
CB.GQ	6.5	20080506	20380515	0	0	0
CBB.GQ	7	20050826	20150215	0	0	0
CBB.GR	8.25	20091005	20171015	0	0	0
CBB.GT	8.375	20101013	20201015	0	0	0
CBCF.GB	5.75	20030725	20130201	0	1	0
CBS.GD	8.2	20090513	20140515	0	0	0
CBS.GE	8.875	20090513	20190515	0	0	0
CBS.GH	5.75	20100405	20200415	0	0	0
CBS.GJ	4.3	20101008	20210215	0	0	0
CBST.GC	2.25	20060606	20130615	0	1	0
CBST.GD	2.5	20101025	20171101	0	0	1
CBT.GW	5	20090924	20161001	0	0	0
CCE.AA	1.125	20101112	20131112	0	0	0
CCE.AC	4.5	20110218	20210901	0	0	0
CCE.GF	0	20020701	20200620	0	0	0
CCE.HD	4.5	20090807	20190815	0	0	0
CCE.HE	5	20080801	20130815	0	0	0
CCE.HF	7.375	20081103	20140303	0	0	0
CCE.HH	4.25	20090220	20150301	0	0	0
CCE.HQ	2	20110819	20160819	0	0	0
CCE.HR	3.25	20110819	20210819	0	0	0
CCI.GJ	7.5	20040308	20131201	0	0	0
CCI.GM	9	20090127	20150115	0	0	0
CCIX.AB	9	20100716	20180215	0	0	0
CCK.GD	7.375	20020701	20261215	0	0	0
CCK.GF	7.5	20020701	20961215	0	0	0
CCL.GC	7.2	20020701	20231001	0	0	0
CCL.GK	0	20020701	20211024	0	0	1
CCL.GM	0	20030429	20330429	0	0	1
CCOI.GB	1	20070611	20270615	0	0	1
CCRT.GB	3.625	20050527	20250530	0	0	0
CCRT.GD	5.875	20051123	20351130	0	0	1
CD.JY	7.85	20030403	20180415	0	0	0
CD.KB	7.65	20030410	20180415	0	0	0
CDE.GJ	1.25	20040113	20240115	0	0	1
CDE.GK	3.25	20080318	20280315	0	0	0
CDIS.GA	3.25	20050330	20251215	0	0	0
CDIS.GB	3.25	20050330	20251215	0	0	0
CDN.GB	0	20030815	20230815	0	0	0
CDN.GF	1.5	20061219	20131215	0	0	0
CDN.GH	2.625	20100615	20150601	0	0	0
CED.GB	7.2	20020701	20320115	0	0	0
CED.GC	5.45	20020916	20121001	0	0	0
CED.GD	6.45	20020916	20330630	0	0	0
CED.GE	4.9	20041201	20141201	0	0	0
CED.GF	5.85	20041201	20350201	0	0	0
CED.GG	6	20060817	20160815	0	0	0
CED.GH	6.5	20060817	20370215	0	0	0
CED.GI	5.7	20070319	20170515	0	0	0
CED.GJ	6.25	20070319	20380315	0	0	0
CED.GK	5.15	20080117	20130201	0	0	0
CED.GL	5.9	20080117	20180201	0	0	0
CED.GM	6.75	20080117	20390201	0	0	0
CED.GN	1.45	20111116	20141114	0	0	0
CED.GO	3.45	20111116	20211115	0	0	0
CEDC.GA	3	20080307	20130315	0	0	0
CELG.GC	2.45	20101007	20151015	0	0	0
CELG.GD	3.95	20101007	20201015	0	0	0
CELG.GE	5.7	20101007	20401015	0	0	0
CEMJ.AG	7.875	20110628	20180901	0	0	0
CENX.GC	1.75	20040809	20240801	0	0	1
CENX.GE	7.5	20050314	20140815	0	0	0
CENX.GF	8	20091210	20140515	0	0	0
CEPH.GG	0	20030611	20330615	0	1	0
CGC.GO	5.25	20050125	20350201	1	0	0
CGI.GA	5.95	20031209	20131209	0	0	0
CHB.GB	2.75	20071102	20371101	0	0	0
CHD.AA	3.35	20101215	20151215	0	0	0
CHE.GC	1.875	20070514	20140515	0	0	0
CHH.GB	5.7	20100825	20200828	0	0	0
CHIE.GC	4.75	20080701	20130615	0	0	0
CHIR.GD	1.625	20030730	20330801	0	0	0
CHIR.GF	2.75	20040622	20340630	0	0	0
CHK.AA	6.125	20110211	20210215	0	0	0
CHK.HE	6.5	20051230	20170815	0	0	0
CHK.HH	6.875	20060609	20201115	0	0	0
CHK.HJ	2.75	20051108	20351115	0	0	1
CHK.HL	7.625	20060630	20130715	0	0	0
CHK.HM	2.5	20070515	20370515	0	0	1
CHK.HO	2.5	20070814	20370515	0	0	1
CHK.HP	7.25	20080527	20181215	0	0	0
CHK.HQ	2.25	20080527	20381215	0	0	1
CHK.HR	9.5	20090202	20150215	0	0	0
CHK.HS	6.875	20100817	20180815	0	0	0
CHK.HT	6.625	20100817	20200815	0	0	0
CHP.GC	5.25	20051121	20251101	0	0	0
CHP.GD	5.5	20061121	20261115	0	0	0
CHRS.GE	1.125	20070430	20140501	0	0	0
CHRT.GB	6.25	20060404	20130404	0	0	0
CHTT.GH	2	20061122	20131115	0	0	0
CHZ.GA	.9943	20070214	20170214	1	1	0
CHZ.GA	1.3032	20070214	20170214	1	1	0
CHZ.GA	1.502	20070214	20170214	1	1	0
CHZ.GA	1.58706	20070214	20170214	1	1	0
CHZ.GA	.9182	20070214	20170214	1	1	0
CI.AB	2.75	20111110	20161115	0	0	0
CI.AC	4	20111110	20220215	0	0	0
CI.AD	5.375	20111110	20420215	0	0	0
CI.GC	8.3	20020701	20230115	0	0	0
CI.GD	7.65	20020701	20230301	0	0	0
CI.GH	8.3	20020701	20330115	0	0	0
CI.GK	6.15	20061110	20361115	0	0	0
CI.GL	5.375	20070315	20170315	0	0	0
CI.GM	6.35	20080307	20180315	0	0	0
CI.GR	8.5	20090507	20190501	0	0	0
CI.GS	5.125	20100517	20200615	0	0	0
CI.GT	4.5	20110307	20210315	0	0	0
CI.GU	5.875	20110307	20410315	0	0	0
CIEN.GB	.25	20060410	20130501	0	0	0
CIEN.GC	.875	20070611	20170615	0	0	0
CIEN.GD	.875	20070611	20170615	0	0	0
CINF.GB	6.9	20020701	20280515	0	0	0
CINF.GD	6.125	20050415	20341101	0	0	0
CINF.GE	6.92	20050429	20280515	0	0	0
CIT.GCB	7	20091210	20130501	0	0	0
CIT.GCC	7	20091210	20140501	0	0	0
CIT.GCD	7	20091210	20150501	0	0	0
CIT.GCE	7	20091210	20160501	0	0	0
CIT.GCF	7	20091210	20170501	0	0	0
CIT.GF	5.4	20030905	20130915	0	0	0
CIT.GI	5.5	20030911	20130915	0	0	0
CIT.GL	5.2	20030925	20130915	0	0	0
CIT.GQ	5.2	20031002	20131015	0	0	0
CIT.GT	5.2	20031017	20131015	0	0	0
CIT.GW	5.25	20031030	20131015	0	0	0
CIT.HA	5.3	20031114	20131115	0	0	0
CIT.HE	5.1	20031128	20131115	0	0	0
CIT.HH	5.4	20031211	20131215	0	0	0
CIT.HM	5.1	20040108	20140115	0	0	0
CIT.HP	4.85	20040129	20140115	0	0	0
CIT.HS	5	20040212	20140215	0	0	0
CIT.HY	4.9	20040226	20140215	0	0	0
CIT.IB	4.8	20040311	20140315	0	0	0
CIT.IE	4.6	20040325	20140315	0	0	0
CIT.II	4.8	20040408	20140415	0	0	0
CIT.IM	5.8	20040527	20140515	0	0	0
CIT.IQ	5.7	20040610	20140615	0	0	0
CIT.IU	5.75	20040624	20140615	0	0	0
CIT.IX	5.65	20040709	20140715	0	0	0
CIT.JA	5.2	20040805	20140815	0	0	0
CIT.JD	5.3	20040722	20140715	0	0	0
CIT.JG	5.3	20040819	20140815	0	0	0
CIT.JJ	5.25	20040902	20140915	0	0	0
CIT.TO	6	20060327	20360401	0	0	0
CIT.UK	6.35	20060810	20210815	0	0	0
CIT.UR	6.25	20060824	20210815	0	0	0
CIT.VA	6.25	20060908	20210915	0	0	0
CIT.VE	6.15	20060921	20210915	0	0	0
CIT.VK	6.25	20061109	20211115	0	0	0
CIT.VP	6.1	20061124	20211115	0	0	0
CIT.VQ	6	20061207	20211215	0	0	0
CIT.VX	5.85	20061214	20211215	0	0	0
CIT.WB	5.875	20061221	20211215	0	0	0
CIT.WG	5.9	20061229	20211215	0	0	0
CIT.WK	6	20070201	20220215	0	0	0
CIT.WO	6.05	20070208	20220215	0	0	0
CIT.WU	6	20070215	20220215	0	0	0
CIT.XB	5.95	20070223	20220215	0	0	0
CIT.XF	5.9	20070301	20220315	0	0	0
CIT.XJ	5.85	20070308	20220315	0	0	0
CIT.XN	5.85	20070315	20220315	0	0	0
CIT.XU	5.85	20070322	20220315	0	0	0
CIT.XY	5.95	20070329	20220315	0	0	0
CIT.YB	6	20070510	20220515	0	0	0
CIT.YD	6	20070517	20220515	0	0	0
CIT.YH	6	20070524	20220515	0	0	0
CIT.YJ	6.15	20070601	20220615	0	0	0
CIT.YM	6.2	20070607	20220615	0	0	0
CIT.YP	6.25	20070614	20220615	0	0	0
CIT.YS	6.5	20070621	20220615	0	0	0
CIT.YW	6.5	20070816	20220815	0	0	0
CIT.ZA	6.5	20070823	20220815	0	0	0
CIT.ZQ	6.7	20071123	20221115	0	0	0
CIT.ZU	6.75	20071129	20221115	0	0	0
CIT.ZZ	6.75	20071206	20221215	0	0	0
CKH.GE	5.875	20020927	20121001	0	0	0
CKH.GH	7.375	20090924	20191001	0	0	0
CLE.GB	9.25	20080226	20150601	0	0	0
CLE.GH	8.875	20110816	20190315	0	0	0
CLF.AA	5.9	20100317	20200315	0	0	0
CLF.AB	4.8	20100920	20201001	0	0	0
CLF.AC	6.25	20100920	20401001	0	0	0
CLF.AD	4.875	20110323	20210401	0	0	0
CLHB.GD	7.625	20091210	20160815	0	0	0
CLLT.GE	11.5	20090915	20140601	0	0	0
CLR.AA	7.375	20101206	20201001	0	0	0
CLR.GB	8.25	20100208	20191001	0	0	0
CLR.GG	7.125	20110224	20210401	0	0	0
CLW.GB	10.625	20100612	20160615	0	0	0
CLW.GE	7.125	20110627	20181101	0	0	0
CLX.GE	5	20050603	20150115	0	0	0
CLX.GI	5.95	20071009	20171015	0	0	0
CLX.GJ	5.45	20071009	20121015	0	0	0
CLX.GK	5	20080303	20130301	0	0	0
CLX.GL	3.55	20091109	20151101	0	0	0
CLX.GM	3.8	20111117	20211115	0	0	0
CMA.HH	4.8	20030506	20150501	0	1	0
CMA.HX	3	20100916	20150916	0	0	0
CMC.GF	5.625	20040707	20131115	0	0	0
CMC.GG	6.5	20070717	20170715	0	0	0
CMC.GH	7.35	20080804	20180815	0	0	0
CMCO.GF	8.875	20060222	20131101	0	1	0
CMCS.GD	6.55	20090618	20390701	0	0	0
CMCS.GE	5.7	20090618	20190701	0	0	0
CMCS.GK	6.5	20030110	20150115	0	0	0
CMCS.GN	7.05	20030314	20330315	0	0	0
CMCS.GO	5.3	20030515	20140115	0	0	0
CMCS.GP	5.65	20050609	20350615	0	0	0
CMCS.GQ	4.95	20050609	20160615	0	0	0
CMCS.GR	5.85	20051114	20151115	0	0	0
CMCS.GS	6.5	20051114	20351115	0	0	0
CMCS.GU	5.9	20060302	20160315	0	0	0
CMCS.GV	6.45	20060302	20370315	0	0	0
CMCS.GX	6.5	20060714	20170115	0	0	0
CMCS.GY	5.875	20061117	20180215	0	0	0
CMCS.GZ	6.3	20070823	20171115	0	0	0
CMCS.HA	6.95	20070823	20370815	0	0	0
CMCS.HB	5.7	20080507	20180515	0	0	0
CMCS.HC	6.4	20080507	20380515	0	0	0
CMCS.HD	5.15	20100301	20200301	0	0	0
CMCS.HE	6.4	20100301	20400301	0	0	0
CME.GB	5.4	20080812	20130801	0	0	0
CME.GD	5.75	20090209	20140215	0	0	0
CMED.GC	4	20080815	20130815	0	0	1
CMPSM.GF	8	20100605	20190601	0	0	0
CMRN.GB	2.5	20060526	20260615	0	0	0
CMRN.GC	6.375	20080626	20180715	0	0	0
CMRN.GD	7	20080626	20380715	0	0	0
CMRN.GE	4.5	20110602	20210601	0	0	0
CMRN.GG	5.95	20110602	20410601	0	0	0
CMS.GKF	2.875	20041213	20241201	0	0	0
CMS.GKK	3.375	20041210	20230715	0	0	1
CMS.GKN	6.875	20051213	20151215	0	0	0
CMS.GKO	6.55	20070703	20170717	0	0	0
CMS.GKP	1.41665	20070703	20130115	0	0	0
CMS.GKW	8.75	20090615	20190615	0	0	0
CMS.GKY	6.25	20100114	20200201	0	0	0
CMS.GKZ	4.25	20100923	20150930	0	0	0
CMS.GLA	5.05	20101119	20180215	0	0	0
CMS.GLB	2.75	20110512	20140515	0	0	0
CMTL.GD	3	20090508	20290501	0	0	0
CMVT.GD	0	20030507	20230515	0	0	0
CMVT.GE	0	20050126	20230515	0	0	0
CNA.GE	6.95	20020701	20180115	0	0	0
CNA.GI	5.85	20041215	20141215	0	0	0
CNA.GJ	6.5	20060808	20160815	0	0	0
CNA.GL	7.35	20091113	20191115	0	0	0
CNA.GM	5.875	20100810	20200815	0	0	0
CNA.GN	5.75	20110214	20210815	0	0	0
CNC.AA	5.75	20110527	20170601	0	0	0
CNC.HB	7.25	20070628	20140401	0	0	0
CNI.GB	7.625	20020701	20230515	0	0	0
CNI.GD	6.8	20020701	20180715	0	0	0
CNI.GG	6.9	20020701	20280715	0	0	0
CNI.GH	6.712	20020701	20360715	0	0	0
CNI.GJ	7.375	20020701	20311015	0	0	0
CNI.GS	4.4	20030310	20130315	0	0	0
CNI.GU	6.25	20040709	20340801	0	0	0
CNI.GV	6.2	20060531	20360601	0	0	0
CNI.GW	5.8	20060531	20160601	0	0	0
CNI.GX	5.85	20070924	20171115	0	0	0
CNI.GY	6.375	20070924	20371115	0	0	0
CNI.GZ	5.55	20080501	20180515	0	0	0
CNI.HA	4.95	20080501	20140115	0	0	0
CNI.HB	5.55	20090225	20190301	0	0	0
CNI.HC	1.45	20111115	20161215	0	0	0
CNI.HD	2.85	20111115	20211215	0	0	0
CNO.AH	7	20091113	20161230	0	0	1
CNO.AK	7	20100505	20161230	0	0	1
CNP.GT	6.85	20040107	20150601	0	0	0
CNP.HD	5.95	20070206	20170201	0	0	0
CNP.HH	6.5	20080506	20180501	0	0	0
CNQR.AA	2.5	20100406	20150415	0	0	1
CNX.GH	8	20110303	20170401	0	0	0
CNX.GI	8.25	20110228	20200401	0	0	0
COF.AA	2.125	20110719	20140715	0	0	0
COF.AC	3.15	20110719	20160715	0	0	0
COF.AD	4.75	20110719	20210715	0	0	0
COF.HB	6.25	20031106	20131115	0	0	0
COF.HI	5.25	20050218	20170221	0	0	0
COF.HJ	5.5	20050524	20150601	0	0	0
COF.HL	6.15	20060829	20160901	1	1	0
COF.HP	6.75	20070904	20170915	0	0	0
COF.HQ	7.375	20090522	20140523	0	0	0
COKE.GD	5	20021121	20121115	0	0	0
COKE.GE	5.3	20030327	20150401	0	0	0
COKE.GG	5	20050926	20160615	0	0	0
COKE.GH	7	20090407	20190415	0	0	0
COL.GA	4.75	20031120	20131201	0	0	0
COL.GB	5.25	20090506	20190715	0	0	0
COL.GC	3.1	20111121	20211115	0	0	0
COO.GD	7.125	20070718	20150215	0	0	0
COP.GD	4.75	20030310	20121015	0	0	0
COP.GF	5.9	20030304	20321015	0	0	0
COP.GM	4.4	20080508	20130515	0	0	0
COP.GN	5.2	20080508	20180515	0	0	0
COP.GO	5.9	20080508	20380515	0	0	0
COP.GP	4.75	20090203	20140201	0	0	0
COP.GQ	5.75	20090203	20190201	0	0	0
COP.GR	6.5	20090203	20390201	0	0	0
COP.GS	4.6	20090521	20150115	0	0	0
COP.GT	6	20090521	20200115	0	0	0
COST.GF	5.5	20070220	20170315	0	0	0
COVD.GB	3	20040310	20240315	0	0	1
COX.GB	7.625	20020701	20250615	0	0	0
COX.GD	7.25	20020701	20151115	0	0	0
COX.GG	6.8	20020701	20280801	0	0	0
COX.HE	7.125	20020920	20121001	0	0	0
COX.HG	4.625	20030527	20130601	0	0	0
COX.HI	5.5	20030922	20151001	0	0	0
CPB.GA	8.875	20020701	20210501	0	0	0
CPB.GJ	5	20021202	20121203	1	0	0
CPB.GK	4.875	20030918	20131001	0	0	0
CPB.GL	4.5	20090120	20190215	0	0	0
CPB.GM	3.375	20090701	20140815	0	0	0
CPB.GO	4.25	20110405	20210415	0	0	0
CPE.GG	13	20091124	20160915	0	0	0
CPO.GC	6.625	20070410	20370415	0	0	0
CPO.GD	6	20070410	20170415	0	0	0
CPO.GE	3.2	20100917	20151101	0	0	0
CPO.GF	4.625	20100917	20201101	0	0	0
CPT.GN	5.875	20021122	20121130	0	0	0
CPT.GO	5.375	20031204	20131215	0	0	0
