bond_sym_id	coupon_rate	issue_date	maturity_date	unsecured_indicator	junior_indicator	convertible_indicator
CPT.GR	5	20050607	20150615	0	0	0
CPT.GS	5.7	20070504	20170515	0	0	0
CPT.GT	4.625	20110603	20210615	0	0	0
CPT.GU	4.875	20110603	20230615	0	0	0
CPTS.GA	2.25	20070212	20270215	0	0	0
CPX.GB	8	20070724	20161215	0	0	0
CQB.GC	7.5	20050315	20141101	0	0	0
CQB.GK	8.875	20060117	20151201	0	0	0
CQB.GL	4.25	20080212	20160815	0	0	0
CR.GC	5.5	20030908	20130915	0	0	0
CR.GD	6.55	20061120	20361115	0	0	0
CREU.GB	5.125	20100204	20140801	0	0	0
CREU.GE	6.375	20100204	20190801	0	0	0
CREU.GF	4.125	20100204	20120801	0	0	0
CRK.GD	8.375	20091009	20171015	0	0	0
CRL.GE	2.25	20060612	20130615	0	0	0
CRL.GF	2.25	20060612	20130615	0	0	0
CRM.GB	.75	20100119	20150115	0	0	0
CRS.GZ	6.625	20031114	20130515	0	0	0
CRS.HA	5.2	20110630	20210715	0	0	0
CRWN.AC	10.5	20111103	20190715	0	0	0
CRZO.GA	4.375	20080528	20280601	0	0	1
CRZO.GD	8.625	20110609	20181015	0	0	0
CSC.GE	5	20030214	20130215	0	0	0
CSC.GI	5.5	20090330	20130315	0	0	0
CSC.GJ	6.5	20090330	20180315	0	0	0
CSCO.AA	1.625	20110316	20140314	0	0	0
CSCO.GC	5.5	20060222	20160222	0	0	0
CSCO.GD	5.9	20090217	20390215	0	0	0
CSCO.GE	4.95	20090217	20190215	0	0	0
CSCO.GF	4.45	20091117	20200115	0	0	0
CSCO.GG	5.5	20091117	20400115	0	0	0
CSCO.GH	2.9	20091117	20141117	0	0	0
CSCO.GI	3.15	20110316	20170314	0	0	0
CSE.GC	0	20040319	20340315	0	0	1
CSE.GD	3.5	20040707	20340715	0	0	1
CSE.GI	4	20070330	20340715	0	1	1
CSGS.GB	2.5	20040602	20240615	0	1	1
CSIQ.GB	6	20071210	20171215	0	0	1
CSL.GC	6.125	20060818	20160815	0	0	0
CSL.GD	5.125	20101209	20201215	0	0	0
CSTR.GB	4	20090916	20140901	0	0	0
CSV.GB	7.875	20050801	20150115	0	0	0
CSX.GL	7.9	20020701	20170501	0	0	0
CSX.GM	7.95	20020701	20270501	0	0	0
CSX.GO	7.25	20020701	20270501	0	0	0
CSX.GR	0	20020701	20211030	0	0	0
CSX.MH	5.75	20070907	20130315	0	0	0
CSX.PF	5.5	20030805	20130801	0	0	0
CSX.PH	5.3	20031117	20140215	0	0	0
CSX.PL	6	20060920	20361001	0	0	0
CSX.PM	5.6	20070425	20170501	0	0	0
CSX.PN	6.15	20070425	20370501	0	0	0
CSX.PO	6.25	20070907	20180315	0	0	0
CSX.PQ	6.25	20080327	20150401	0	0	0
CSX.PR	7.45	20080327	20380401	0	0	0
CSX.PT	7.375	20090120	20190201	0	0	0
CSX.PW	6.22	20100715	20400430	0	0	0
CSX.PX	3.7	20101021	20201030	0	0	0
CSX.PY	5.5	20101021	20410415	0	0	0
CSX.PZ	4.25	20110525	20210601	0	0	0
CSX.QA	4.75	20111101	20420530	0	0	0
CTB.GA	7.625	20020701	20270315	0	0	0
CTB.GD	8	20020701	20191215	0	0	0
CTCO.GB	3.25	20030718	20230715	0	0	0
CTIT.GB	9.125	20070406	20151015	0	1	0
CTIT.GC	2	20110803	20180801	0	0	0
CTL.GX	7.875	20030314	20120815	0	0	0
CTL.GY	5	20050214	20150215	0	0	0
CTL.GZ	5.5	20070329	20130401	0	0	0
CTL.HA	6	20070329	20170401	0	0	0
CTL.HB	6.15	20090921	20190915	0	0	0
CTL.HC	7.6	20090921	20390915	0	0	0
CTL.HD	5.15	20110616	20170615	0	0	0
CTL.HE	6.45	20110616	20210615	0	0	0
CTX.GV	5.125	20031006	20131001	0	0	0
CTX.GX	5.7	20040505	20140515	0	0	0
CTX.HA	5.25	20050606	20150615	0	0	0
CTX.HC	5.45	20050818	20120815	0	0	0
CTX.HD	6.5	20060505	20160501	0	0	0
CUM.GA	6.75	20020701	20270215	0	0	0
CUM.GD	7.125	20020701	20280301	0	0	0
CUM.GE	5.65	20020701	20980301	0	0	0
CURE.GC	10.75	20040902	20110501	0	0	0
CVA.GC	3.25	20090522	20140601	0	0	0
CVA.GD	7.25	20101201	20201201	0	0	0
CVC.GW	8	20100415	20200415	0	0	0
CVC.GX	7.75	20100415	20180415	0	0	0
CVC.HC	8.625	20100901	20170915	0	0	0
CVE.AA	6.75	20100630	20391115	1	0	0
CVE.AE	5.7	20100630	20191015	0	0	0
CVE.AF	4.5	20100630	20140915	0	0	0
CVGI.GB	8	20060104	20130701	0	0	0
CVGI.GD	11	20100804	20130215	0	0	0
CVH.GF	6.125	20050408	20150115	0	0	0
CVH.GG	5.95	20070320	20170315	0	0	0
CVH.GH	6.3	20070827	20140815	0	0	0
CVH.GI	5.45	20110607	20210615	0	0	0
CVS.GM	4.875	20041122	20140915	0	0	0
CVS.GQ	6.125	20060815	20160815	0	0	0
CVS.GT	5.75	20070525	20170601	0	0	0
CVS.GU	6.25	20070525	20270601	0	0	0
CVS.GY	6.6	20090313	20190315	0	0	0
CVS.HA	6.125	20090911	20390915	0	0	0
CVS.HD	3.25	20100518	20150518	0	0	0
CVS.HE	4.75	20100518	20200518	0	0	0
CVS.HF	5.75	20110512	20410515	0	0	0
CVS.HG	4.125	20110512	20210515	0	0	0
CWEI.GB	7.75	20051107	20130801	0	0	0
CWH.AA	5.875	20100917	20200915	0	0	0
CWS.GB	9.75	20030924	20130201	0	1	0
CWS.GD	11	20100709	20140715	0	0	0
CWYI.GA	7.25	20071227	20180115	0	0	0
CX.GR	4.875	20100330	20150315	0	1	0
CX.GW	3.25	20110315	20160315	1	1	0
CXO.GA	8.625	20090918	20171001	0	0	0
CXO.GB	7	20101214	20210115	0	0	0
CXO.GC	6.5	20110523	20220115	0	0	0
CXW.GG	6.25	20050603	20130315	0	0	0
CXW.GH	6.75	20060123	20140131	0	0	0
CXW.GI	7.75	20090603	20170601	0	0	0
CYN.GC	5.125	20030529	20130215	0	0	0
CYT.GD	4.6	20030627	20130701	0	0	0
CYT.GF	6	20051004	20151001	0	0	0
CYT.GG	8.95	20090706	20170701	0	0	0
CZN.GQ	9	20020701	20310815	0	0	0
CZN.GS	6.25	20041112	20130115	0	0	0
CZN.GW	7.875	20070515	20270115	0	0	0
CZN.GX	6.625	20070515	20150315	0	0	0
CZN.GY	7.125	20070515	20190315	0	0	0
D.GW	7	20080617	20380615	0	0	0
D.GX	6.4	20080617	20180615	0	0	0
D.IO	6.25	20020701	20120630	0	0	0
D.IX	5	20030306	20130315	0	0	0
D.IY	6.3	20030306	20330315	0	0	0
D.JG	2.125	20031211	20231215	0	0	0
D.JJ	5.2	20040115	20160115	0	0	0
D.JN	2.125	20041217	20231215	0	0	0
D.JP	5.95	20050620	20350615	0	0	0
D.JQ	5.15	20050714	20150715	0	0	0
D.JX	5.6	20061114	20161115	0	0	0
D.KC	6	20071204	20171130	0	0	0
D.KG	8.875	20081201	20190115	0	0	0
D.KJ	5.2	20090814	20190815	0	0	0
D.KK	2.25	20100902	20150901	0	0	0
D.KM	1.8	20110307	20140315	0	0	0
D.KN	4.45	20110307	20210315	0	0	0
D.KO	4.9	20110805	20410801	0	0	0
D.KP	1.95	20110815	20160815	0	0	0
DAL.QS	8	20070501	20151201	0	0	0
DAN.AA	6.5	20110128	20190215	0	0	0
DAN.AB	6.75	20110128	20210215	0	0	0
DAR.AC	8.5	20110727	20181215	0	0	0
DBRN.GB	2.5	20041215	20241215	0	0	0
DCGN.GD	3.5	20061117	20110415	0	0	1
DD.AB	4.25	20110325	20210401	0	0	0
DD.AC	2.75	20110325	20160401	0	0	0
DD.GJ	6.5	20020701	20280115	0	0	0
DD.HE	4.75	20021112	20121115	0	0	0
DD.HJ	4.875	20040430	20140430	0	0	0
DD.HK	5.6	20061215	20361215	0	0	0
DD.HL	5.25	20061215	20161215	0	0	0
DD.HM	5	20071203	20130115	0	0	0
DD.HN	5	20080728	20130715	0	0	0
DD.HO	6	20080728	20180715	0	0	0
DD.HP	5.875	20081212	20140115	0	0	0
DD.HQ	5.75	20090220	20190315	0	0	0
DD.HR	4.75	20090220	20150315	0	0	0
DD.HS	4.625	20091109	20200115	0	0	0
DD.HT	3.25	20091109	20150115	0	0	0
DD.HU	1.95	20100923	20160115	0	0	0
DD.HV	4.9	20100923	20410115	0	0	0
DD.HW	3.625	20100923	20210115	0	0	0
DD.HX	1.75	20110325	20140325	0	0	0
DDR.GM	7.5	20020701	20180715	0	0	0
DDR.GU	5.5	20050428	20150501	0	0	0
DDR.GV	5.375	20051007	20121015	0	0	0
DDR.HA	9.625	20090930	20160315	0	0	0
DDR.HB	7.5	20100319	20170401	0	0	0
DDR.HC	7.875	20100812	20200901	0	0	0
DDR.HD	1.75	20101105	20401115	0	0	0
DDR.HF	4.75	20110307	20180415	0	0	0
DDS.GF	7.13	20020701	20180801	0	0	0
DDS.GI	7	20020701	20281201	0	0	0
DE.GB	8.5	20020701	20220109	0	0	0
DE.GC	6.55	20020701	20281001	0	0	0
DE.GF	8.1	20020701	20300515	0	0	0
DE.GG	7.125	20020701	20310303	0	0	0
DE.IO	6.95	20020701	20140425	0	0	0
DE.LY	4.375	20091016	20191016	0	0	0
DE.LZ	5.375	20091016	20291016	0	0	0
DELL.GB	7.1	20020701	20280415	0	0	0
DELL.GF	4.7	20081203	20130415	0	0	0
DELL.GG	5.65	20081203	20180415	0	0	0
DELL.GH	6.5	20081203	20380415	0	0	0
DELL.GI	5.625	20090406	20140415	0	0	0
DELL.GK	5.875	20090615	20190615	0	0	0
DELL.GL	1.4	20100910	20130910	0	0	0
DELL.GM	2.3	20100910	20150910	0	0	0
DELL.GN	5.4	20100910	20400910	0	0	0
DELL.GO	2.1	20110331	20140401	0	0	0
DELL.GQ	3.1	20110331	20160401	0	0	0
DELL.GR	4.625	20110331	20210401	0	0	0
DF.GE	7	20060517	20160601	0	0	0
DF.GH	9.75	20110803	20181215	0	0	0
DFG.GK	7.875	20100120	20200131	0	0	0
DFS.GE	6.45	20080428	20170612	0	0	0
DFS.GF	10.25	20090715	20190715	0	0	0
DGAS.GF	5.75	20060406	20210401	0	0	0
DGI.AB	10.5	20100617	20140501	0	0	0
DGX.GH	5.45	20060320	20151101	0	0	0
DGX.GI	6.4	20070622	20170701	0	0	0
DGX.GJ	6.95	20070622	20370701	0	0	0
DGX.GK	4.75	20091117	20200130	0	0	0
DGX.GL	5.75	20091117	20400130	0	0	0
DHI.GK	6.875	20030417	20130501	0	0	0
DHI.GN	6.125	20040712	20140115	0	0	0
DHI.GO	5.625	20040921	20140915	0	0	0
DHI.GQ	5.625	20041215	20160115	0	0	0
DHI.GR	5.25	20050211	20150215	0	0	0
DHI.GV	6.5	20060417	20160415	0	0	0
DHI.GX	2	20090513	20140515	0	0	0
DHR.GC	0	20020701	20210122	0	0	1
DHR.GE	5.625	20071211	20180115	0	0	0
DHR.GF	5.4	20090305	20190301	0	0	0
DHR.GH	1.3	20110623	20140623	0	0	0
DHR.GI	2.3	20110623	20160623	0	0	0
DHR.GJ	3.9	20110623	20210623	0	0	0
DILP.GJ	7.75	20020701	20270515	0	0	0
DILP.GK	6.625	20020701	20180115	0	0	0
DIN.AC	9.5	20110713	20181030	0	0	0
DIOD.GA	2.25	20061012	20261001	0	0	0
DIS.GC	7.55	20020701	20930715	0	0	0
DIS.IE	4.7	20071204	20121201	0	0	0
DIS.IG	4.5	20081222	20131215	0	0	0
DKS.GB	0	20040218	20240218	0	1	1
DLLR.GB	2.875	20070627	20270630	0	0	1
DLLR.GC	3	20091221	20280401	0	0	0
DLX.GA	5	20021209	20121215	0	0	0
DLX.GF	5.125	20050107	20141001	0	0	0
DLX.GI	7.375	20070731	20150601	0	0	0
DNA.GC	5.25	20051121	20350715	0	0	0
DNA.GG	4.75	20051121	20150715	0	0	0
DNB.GD	6	20080401	20130401	0	0	0
DNB.GE	2.875	20101124	20151115	0	0	0
DO.GF	5.15	20050314	20140901	0	0	0
DO.GH	4.875	20051011	20150701	0	0	0
DO.GI	5.875	20090504	20190501	0	0	0
DO.GJ	5.7	20091008	20391015	0	0	0
DOL.GN	13.875	20100325	20140315	0	0	0
DOV.GC	6.65	20020701	20280601	0	0	0
DOV.GE	4.875	20051013	20151015	0	0	0
DOV.GF	5.375	20051013	20351015	0	0	0
DOV.GG	5.45	20080314	20180315	0	0	0
DOV.GH	6.6	20080314	20380315	0	0	0
DOV.GI	4.3	20110222	20210301	0	0	0
DOV.GJ	5.375	20110222	20410301	0	0	0
DOW.BA	5.25	20111114	20411115	0	0	0
DOW.BB	4.125	20111114	20211115	0	0	0
DOW.GH	9	20020701	20210401	0	0	0
DOW.GI	8.85	20020701	20210915	0	0	0
DOW.GJ	7.375	20020701	20230301	0	0	0
DOW.GM	7.375	20020701	20291101	0	0	0
DOW.HW	6	20020829	20121001	0	0	0
DOW.LG	5.7	20080506	20180515	0	0	0
DOW.TW	9.4	20090513	20390515	0	0	0
DOW.TX	7.6	20090513	20140515	0	0	0
DOW.TY	8.55	20090513	20190515	0	0	0
DOW.UV	5.9	20090807	20150215	0	0	0
DOW.UW	4.85	20090807	20120815	0	0	0
DOW.XS	4.25	20101109	20201115	0	0	0
DOW.XT	2.5	20101109	20160215	0	0	0
DPS.AA	2.9	20110111	20160115	0	0	0
DPS.AC	6.12	20090114	20130501	0	0	0
DPS.AE	7.45	20090114	20380501	0	0	0
DPS.AF	2.35	20091221	20121221	0	0	0
DPS.AH	2.6	20111115	20190115	0	0	0
DPS.AI	3.2	20111115	20211115	0	0	0
DPTR.GB	7	20050926	20150401	0	1	0
DPTR.GC	3.75	20070425	20370501	0	0	0
DQE.GW	5.5	20050816	20150815	0	0	0
DQE.GX	6.25	20050816	20350815	0	0	0
DRE.GN	5.875	20020826	20120815	0	0	0
DRE.GQ	4.625	20030522	20130515	0	0	0
DRI.GG	6	20050812	20350815	0	0	0
DRI.GH	6.8	20071016	20371015	0	0	0
DRI.GH	7.05	20071016	20371015	0	0	0
DRI.GI	5.625	20071016	20121015	0	0	0
DRI.GJ	6.45	20071016	20171015	0	0	0
DRI.GK	4.5	20111011	20211015	0	0	0
DRIV.GB	1.25	20040601	20240101	0	0	1
DRS.GD	6.625	20060131	20160201	0	0	0
DRS.GE	7.625	20060131	20180201	0	1	0
DSL.GB	6.5	20040623	20140701	0	0	0
DTC.GB	9.5	20020701	20160801	0	0	0
DTC.GD	5.375	20031118	20131201	0	0	0
DTC.GE	7.125	20050805	20150815	0	0	0
DTC.GG	5.375	20071030	20131201	0	0	0
DTC.GH	9.5	20071119	20160801	0	0	0
DTC.GI	7.125	20071119	20150815	0	0	0
DTC.GJ	10.75	20090609	20170601	0	0	0
DTE.JQ	6.375	20030401	20330415	0	0	0
DTE.KD	6.35	20060526	20160601	0	0	0
DTE.KH	7.625	20090513	20140515	0	0	0
DUK.GJ	6	20020701	20281201	0	0	0
DUK.HP	6.45	20021008	20321015	0	0	0
DUK.HS	5.625	20021120	20121130	0	0	0
DUK.IN	5.65	20080616	20130615	0	0	0
DUK.IS	3.95	20090828	20140915	0	0	0
DUK.IT	5.05	20090828	20190915	0	0	0
DUK.JG	3.35	20100325	20150401	0	0	0
DUK.JM	3.55	20110825	20210915	0	0	0
DUK.JN	2.15	20111117	20161115	0	0	0
DVA.AA	6.375	20101020	20181101	0	0	0
DVA.AB	6.625	20101020	20201101	0	0	0
DVA.GH	6.625	20050902	20130315	0	0	0
DVA.GI	7.25	20050902	20150315	0	1	0
DVN.GQ	6.3	20090109	20190115	0	0	0
DVN.GR	5.625	20090109	20140115	0	0	0
DVN.GS	2.4	20110712	20160715	0	0	0
DVN.GT	4	20110712	20210715	0	0	0
EAS.HN	6.75	20030915	20330915	0	0	0
EAS.IF	6.75	20060724	20360715	0	0	0
EAT.GB	0	20020701	20211010	0	1	1
EAT.GD	5.75	20040902	20140601	0	0	0
EBAY.AA	3.25	20101028	20201015	0	0	0
EBAY.AB	.875	20101028	20131015	0	0	0
EBAY.AC	1.625	20101028	20151015	0	0	0
EBHI.GB	5.25	20070404	20140401	0	0	0
EC.GB	6.95	20020701	20280601	0	0	0
EC.GC	4.25	20030513	20130515	0	0	0
ECA.GA	4.75	20031002	20131015	0	0	0
ECA.GD	6.5	20040804	20340815	0	0	0
ECA.GE	6.625	20070813	20370815	0	0	0
ECA.GF	5.9	20071204	20171201	0	0	0
ECA.GG	6.5	20071204	20380201	0	0	0
ECA.GH	6.5	20090504	20190515	0	0	0
ECA.GI	3.9	20111114	20211115	0	0	0
ECA.GJ	5.15	20111114	20411115	0	0	0
ECL.GB	4.875	20080208	20150215	0	0	0
ECL.GC	2.375	20111208	20141208	0	0	0
ECL.GD	3	20111208	20161208	0	0	0
ECL.GE	4.35	20111208	20211208	0	0	0
ECL.GF	5.5	20111208	20411208	0	0	0
ECOH.GC	7.625	20091002	20190723	0	0	0
EDCT.GG	10.5	20090310	20171009	0	0	0
EDE.GN	4.5	20030617	20130615	0	0	0
EDE.GP	5.8	20050627	20350701	0	0	0
EDS.GE	0	20020701	20211010	0	0	0
EDS.GH	6	20031118	20130801	0	0	0
EDS.GI	3.875	20030630	20230715	0	0	0
EE.GD	6	20050517	20350515	0	0	0
EE.GE	7.5	20080603	20380315	0	0	0
EEFT.GD	3.5	20051004	20251015	0	1	0
EEQ.GC	5.95	20030904	20330601	0	0	0
EEQ.GD	4.75	20030910	20130601	0	0	0
EEQ.GF	5.35	20041203	20141215	0	0	0
EEQ.GG	6.3	20041203	20341215	0	0	0
EEQ.GH	5.875	20061221	20161215	0	0	0
EEQ.GN	6.5	20080825	20180415	0	0	0
EEQ.GO	7.5	20080825	20380415	0	0	0
EEQ.GP	9.875	20081222	20190301	0	0	0
EEQ.GQ	5.2	20100302	20200315	0	0	0
EEQ.GS	4.2	20110915	20210915	0	0	0
EFX.GC	6.9	20020701	20280701	0	0	0
EFX.GF	6.3	20070628	20170701	0	0	0
EFX.GG	7	20070628	20370701	0	0	0
EFX.GH	4.45	20091109	20141201	0	0	0
EGLE.GB	11	20020701	20050415	0	0	0
EGN.IA	4.625	20110805	20210901	0	0	0
EIX.IS	3.75	20100917	20170915	0	0	0
ELNK.AA	8.875	20110926	20190515	0	0	0
ELNK.GB	3.5	20061117	20261115	0	0	0
EMC.GF	1.75	20061117	20131201	0	0	0
EMN.GB	7.25	20020701	20240115	0	0	0
EMN.GC	7.625	20020701	20240615	0	0	0
EMN.GD	7.6	20020701	20270201	0	0	0
EMN.GG	6.3	20031112	20181115	0	0	0
EMN.GH	5.5	20091102	20191115	0	0	0
EMR.GE	0	20020701	20390520	1	0	0
EMR.GE	.62	20020701	20390520	1	0	0
EMR.GE	.94	20020701	20390520	1	0	0
EMR.GE	1.27	20020701	20390520	1	0	0
EMR.GE	1.62	20020701	20390520	1	0	0
EMR.GE	1.77	20020701	20390520	1	0	0
EMR.GE	2.15	20020701	20390520	1	0	0
EMR.GE	2.26	20020701	20390520	1	0	0
EMR.GE	2.29	20020701	20390520	1	0	0
EMR.GI	5.625	20020701	20131115	0	0	0
EMR.GN	6	20020819	20320815	1	0	0
EMR.GO	4.625	20021007	20121015	1	0	0
EMR.GP	5	20021211	20141215	1	0	0
EMR.GQ	4.5	20030429	20130501	1	0	0
EMR.GR	4.75	20050824	20151015	1	0	0
EMR.GS	5.125	20061206	20161201	0	0	0
EMR.GT	5.375	20070518	20171015	0	0	0
EMR.GU	5.25	20080115	20181015	0	0	0
EMR.GV	4.875	20090121	20191015	0	0	0
EMR.GW	6.125	20090417	20390415	0	0	0
EMR.GX	5	20090417	20190415	0	0	0
EMR.GY	4.125	20090417	20150415	0	0	0
EMR.GZ	4.25	20091116	20201115	0	0	0
EMR.HA	5.25	20091116	20391115	0	0	0
ENB.GA	4.9	20050225	20150301	0	0	0
ENB.GB	5.6	20070330	20170401	0	0	0
ENB.GC	5.8	20070605	20140615	0	0	0
ENDP.AG	7	20111130	20190715	0	0	0
ENDP.AH	7	20111130	20201215	0	0	0
ENDP.AI	7.25	20111130	20220115	0	0	0
ENER.GA	3	20080624	20130615	0	0	1
ENI.GB	7.4	20020701	20161201	0	0	0
ENI.GC	6.6	20020701	20261201	0	0	0
ENI.GF	7.375	20040903	20140115	0	0	0
ENS.GA	0	20080528	20380601	0	0	0
ENS.GA	3.375	20080528	20380601	0	0	0
ENZN.GD	4	20060523	20130601	0	0	0
EOC.GA	7.875	20020701	20270201	0	0	0
EOC.GB	7.325	20020701	20370201	1	0	0
EOC.GC	8.125	20020701	20970201	1	0	0
EOG.GH	5.875	20070910	20170915	0	0	0
EOG.GI	6.125	20080930	20131001	0	0	0
EOG.GJ	6.875	20080930	20181001	0	0	0
EOG.GK	5.625	20090521	20190601	0	0	0
EOG.GM	2.95	20100520	20150601	0	0	0
EOG.GN	4.1	20101123	20210201	0	0	0
EP.JL	6.7	20060824	20270215	0	0	0
EP.JN	6.95	20060824	20280601	0	0	0
EP.JR	7.42	20060824	20370215	0	0	0
EP.JW	6.875	20070618	20140615	0	0	0
EP.JX	7	20070618	20170615	0	0	0
EP.JZ	7.25	20080530	20180601	0	0	0
EP.KA	12	20081212	20131212	0	0	0
EP.KD	8.25	20090209	20160215	0	0	0
EP.KJ	6.5	20110407	20200915	0	0	0
EPD.GD	6.375	20030528	20130201	0	0	0
EPD.GF	6.875	20030730	20330301	0	0	0
EPD.GM	5.6	20050302	20141015	0	0	0
EPD.GN	6.65	20050302	20341015	0	0	0
EPD.GQ	5	20050817	20150301	0	0	0
EPD.GR	5.75	20050817	20350301	0	0	0
EPD.GV	6.3	20070904	20170915	0	0	0
EPD.GW	5.65	20080403	20130401	0	0	0
EPD.GX	6.5	20080403	20190131	0	0	0
EPD.GZ	4.6	20090610	20120801	0	0	0
EPD.HA	5.25	20091005	20200131	0	0	0
EPD.HB	6.125	20091005	20391015	0	0	0
EPD.HC	5.2	20100520	20200901	0	0	0
EPD.HD	6.45	20100520	20400901	0	0	0
EPD.HE	3.7	20100520	20150601	0	0	0
EPD.HI	4.05	20110824	20220215	0	0	0
EPD.HJ	5.7	20110824	20420215	0	0	0
EPIC.GA	2.375	20070508	20270515	0	0	0
EPL.GJ	8.25	20110829	20180215	0	0	0
EPR.AC	7.75	20110621	20200715	0	0	0
EQ.GA	7.995	20060519	20360601	0	0	0
EQ.GB	7.082	20060519	20160601	0	0	0
EQ.GC	6.738	20060519	20130601	0	0	0
EQIX.AA	7	20110713	20210715	0	0	0
EQIX.GE	3	20070926	20141015	0	1	0
EQIX.GF	4.75	20090612	20160615	1	1	0
EQIX.GG	8.125	20100303	20180301	0	0	0
EQR.GW	5.125	20050913	20160315	0	0	0
EQT.GA	7.75	20020701	20260715	0	0	0
EQT.HG	5.15	20030416	20121115	0	0	0
EQT.HH	5.15	20031114	20180301	0	0	0
EQT.HJ	5	20060428	20151001	0	0	0
EQT.HK	6.5	20080318	20180401	0	0	0
EQT.HL	8.125	20090515	20190601	0	0	0
EQT.HM	4.875	20111107	20211115	0	0	0
EQY.GB	5.375	20050920	20151015	0	0	0
EQY.GC	6	20060310	20160915	0	0	0
EQY.GD	6.25	20060818	20170115	0	0	0
EQY.GF	6	20071205	20170915	0	0	0
EQY.GG	6.25	20091209	20141215	0	0	0
ESL.GD	6.625	20070906	20170301	0	0	0
ESL.GG	7	20110121	20200801	0	0	0
ESLR.GE	4	20080702	20130715	0	0	1
ESLR.GG	4	20110217	20200715	0	0	0
ESLR.GI	13	20100426	20150415	0	0	0
ESRX.GC	6.25	20090609	20140615	0	0	0
ESRX.GD	7.25	20090609	20190615	0	0	0
ESRX.GE	3.125	20110502	20160515	0	0	0
ESV.GB	7.2	20020701	20271115	0	0	0
ESV.GD	4.7	20110317	20210315	0	0	0
ESV.GE	3.25	20110317	20160315	0	0	0
ESV3684249	7.875	20100806	20400815	0	0	0
ETN.GP	8.1	20020701	20220815	0	0	0
ETN.GQ	7.625	20020701	20240401	0	0	0
ETN.GR	6.5	20020701	20250601	0	0	0
ETN.GT	7.65	20020701	20291115	0	0	0
ETN.GX	5.75	20020723	20120715	0	0	0
ETN.GY	5.45	20041021	20341015	0	0	0
ETN.HC	5.8	20070316	20370315	0	0	0
ETN.HD	5.3	20070316	20170315	0	0	0
ETN.HE	5.6	20080520	20180515	0	0	0
ETN.HF	4.9	20080520	20130515	0	0	0
ETN.HG	5.95	20090316	20140320	0	0	0
ETN.HH	6.95	20090316	20190320	0	0	0
ETP.GE	5.95	20050719	20150201	0	0	0
ETP.GG	5.65	20060331	20120801	0	0	0
ETP.GH	6.125	20061023	20170215	0	0	0
ETP.GI	6.625	20061023	20361015	0	0	0
ETP.GJ	6	20080328	20130701	0	0	0
ETP.GK	6.7	20080328	20180701	0	0	0
ETP.GL	7.5	20080328	20380701	0	0	0
ETP.GM	9.7	20081223	20190315	0	0	0
ETP.GO	8.5	20090407	20140415	0	0	0
ETP.GP	9	20090407	20190415	0	0	0
ETP.GQ	7.5	20100920	20201015	0	0	0
ETP.GR	4.65	20110512	20210601	0	0	0
ETP.GS	6.05	20110512	20410601	0	0	0
ETR.LJ	5.125	20100916	20200915	0	0	0
ETR.LK	3.625	20100916	20150915	0	0	0
EV.GE	6.5	20071002	20171002	0	0	0
EVC.GD	8.75	20110106	20170801	0	0	0
EXC.JL	5.625	20050609	20350615	0	0	0
EXC.JM	4.9	20050609	20150615	0	0	0
EXH.AC	7.25	20111206	20181201	0	0	0
EXPE.GA	7.456	20060821	20180815	0	0	0
EXPE.GB	7.456	20070315	20180815	0	0	0
EXPE.GF	5.95	20101210	20200815	0	0	0
F.GJ	8.875	20020701	20220115	0	0	0
F.GL	7.75	20020701	20430615	0	0	0
F.GM	7.125	20020701	20251115	0	0	0
F.GN	7.5	20020701	20260801	0	0	0
F.GP	7.4	20020701	20461101	0	0	0
F.GQ	7.7	20020701	20970515	0	0	0
F.GR	6.625	20020701	20280215	0	0	0
F.GS	9.215	20020701	20210915	0	0	0
F.GSF	4.25	20061215	20361215	0	0	1
F.GST	4.25	20091109	20161115	0	0	0
F.GT	8.9	20020701	20320115	0	0	0
F.GU	9.98	20020701	20470215	0	0	0
F.GV	6.5	20020701	20180801	0	0	0
F.GW	6.625	20020701	20281001	0	0	0
F.GX	6.375	20020701	20290201	0	0	0
F.GY	7.45	20020701	20310716	1	0	0
FBKC.GA	4	20070418	20270501	0	0	0
FCEA.GB	7.625	20030519	20150601	0	0	0
FCEA.GC	6.5	20050125	20170201	0	0	0
FCEA.GF	3.625	20091007	20141015	0	0	0
FCEA.GG	5	20091026	20161015	0	0	0
FCEA.GH	5	20091026	20161015	0	0	0
FCN.GD	7.625	20060214	20130615	0	0	0
FCN.GF	7.75	20070206	20161001	0	0	0
FCN.GG	6.75	20110621	20201001	0	0	0
FCX.GK	8.25	20070319	20150401	0	0	0
FCX.GL	8.375	20070319	20170401	0	0	0
FCX4060859	3.875	20131010	20230315	0	0	0
FDC.HA	4.7	20030730	20130801	0	0	0
FDC.HD	4.85	20040916	20141001	0	0	0
FDC.HF	4.95	20050526	20150615	0	0	0
FDO.AA	5	20110128	20210201	0	0	0
FDX.HO	7.375	20090116	20140115	0	0	0
FDX.HP	8	20090116	20190115	0	0	0
FE.GS	7.375	20020701	20311115	0	0	0
FEIC.GF	2.875	20060519	20130601	0	1	0
FESL.AD	9	20111108	20190615	0	0	0
FFB.GD	5.875	20070712	20170315	0	0	0
FFB.GE	5.85	20040716	20140415	0	0	0
FFRX.GB	8.3	20020701	20260415	0	0	0
FFRX.GC	8.25	20020701	20151001	1	0	0
FFRX.GD	7.75	20020701	20370715	0	0	0
FFRX.GF	7.375	20020701	20180415	0	0	0
