bond_sym_id	gvkey	industry
BHI.GF	1976	Machinery
BHI.GI	1976	Machinery
BHI.GJ	1976	Machinery
BHI.GK	1976	Machinery
BHI.GM	1976	Machinery
BHI3852348	1976	Machinery
BHS.GA	151708	Construction
BID.GA	14412	Business Services
BID.GD	14412	Business Services
BID.GE	14412	Business Services
BIDU3933723	164532	Business Services
BIDU3933724	164532	Business Services
BIDU4035640	164532	Business Services
BIDU4132514	164532	Business Services
BIDU4261585	164532	Business Services
BIDU4261587	164532	Business Services
BIDU4514047	164532	Business Services
BIDU4514048	164532	Business Services
BIIB.GA	24468	Pharmaceutical Products
BIIB.GB	24468	Pharmaceutical Products
BIIB4288320	24468	Pharmaceutical Products
BIIB4288321	24468	Pharmaceutical Products
BIIB4288324	24468	Pharmaceutical Products
BIIB4288325	24468	Pharmaceutical Products
BIO3687587	2220	Measuring and Control Equipment
BIOB.GA	2220	Measuring and Control Equipment
BIOB.GB	2220	Measuring and Control Equipment
BIOB.GC	2220	Measuring and Control Equipment
BIOB.GD	2220	Measuring and Control Equipment
BIOB.GE	2220	Measuring and Control Equipment
BIOB.GG	2220	Measuring and Control Equipment
BIOB.GH	2220	Measuring and Control Equipment
BIOS.AC	63490	Retail
BIOS4247205	63490	Retail
BJS.GA	22794	Petroleum and Natural Gas
BJS.GD	22794	Petroleum and Natural Gas
BJS.GE	22794	Petroleum and Natural Gas
BJS.GF	22794	Petroleum and Natural Gas
BJS.GG	22794	Petroleum and Natural Gas
BK.GC	2019	Banking
BK.GD	2019	Banking
BK.GE	2019	Banking
BK.GF	2019	Banking
BK.GG	2019	Banking
BK.GH	2019	Banking
BK.JH	2019	Banking
BK.JJ	2019	Banking
BK.JK	2019	Banking
BK.JL	2019	Banking
BK.JU	2019	Banking
BK.TF	2019	Banking
BK.TY	2019	Banking
BK3854902	2019	Banking
BK4133401	14779	Trading
BK4133402	14779	Trading
BK4133403	14779	Trading
BK4133404	14779	Trading
BK4133405	14779	Trading
BK4133406	14969	Trading
BK4133407	14969	Trading
BK4133408	17200	Trading
BK4133409	17200	Trading
BK4133410	17200	Trading
BK4135523	2019	Banking
BK4237458	2019	Banking
BK4237710	2019	Banking
BK4387532	2019	Banking
BKCC4103986	177782	Trading
BKCC4505817	177782	Trading
BKD.AA	164652	Healthcare
BKH.GB	2259	Utilities
BKH.GD	2259	Utilities
BKH.GE	2259	Utilities
BKH.GF	2259	Utilities
BKH4071297	2259	Utilities
BKH4326491	2259	Utilities
BKH4326492	2259	Utilities
BKH4393251	2259	Utilities
BKH4393252	2259	Utilities
BKI.GA	61596	Business Supplies
BKI.GB	61596	Business Supplies
BKI.GC	61596	Business Supplies
BKS.GB	28924	Retail
BKU4310858	185824	Banking
BKUNA.GC	16684	Banking
BKUNA.GD	16684	Banking
BLC.GB	2150	Communication
BLC.GC	2150	Communication
BLC.GD	2150	Communication
BLC.GE	2150	Communication
BLC.GF	2150	Communication
BLC.GN	2150	Communication
BLCT.GA	1981	Electrical Equipment
BLK.GD	124434	Trading
BLK.GF	124434	Trading
BLK.GG	124434	Trading
BLK.GH	124434	Trading
BLK.GI	124434	Trading
BLK.GJ	124434	Trading
BLK3858248	124434	Trading
BLK3858251	124434	Trading
BLK4107682	124434	Trading
BLK4133397	145766	Trading
BLK4133398	145766	Trading
BLK4133399	145767	Trading
BLK4475422	124434	Trading
BLL.GA	1988	Shipping Containers
BLL.GB	1988	Shipping Containers
BLL.GC	1988	Shipping Containers
BLL.GD	1988	Shipping Containers
BLL.GF	1988	Shipping Containers
BLL.GG	1988	Shipping Containers
BLL.GH	1988	Shipping Containers
BLL.GI	1988	Shipping Containers
BLL.GJ	1988	Shipping Containers
BLL.GK	1988	Shipping Containers
BLL3825068	1988	Shipping Containers
BLL4005574	1988	Shipping Containers
BLL4261107	1988	Shipping Containers
BLL4317412	1988	Shipping Containers
BLS.GF	2146	Communication
BLS.GG	2146	Communication
BLS.GH	2146	Communication
BLS.HQ	2146	Communication
BLS.HR	2146	Communication
BLS.HS	2146	Communication
BLS.HU	2146	Communication
BLS.HV	2146	Communication
BLS.HW	2146	Communication
BLS.HX	2146	Communication
BLS.HY	2146	Communication
BMC.GA	14650	Business Services
BMC3818455	14650	Business Services
BMC3930274	14650	Business Services
BMRN.GB	122257	Pharmaceutical Products
BMRN.GC	122257	Pharmaceutical Products
BMRN.GD	122257	Pharmaceutical Products
BMRN4059935	122257	Pharmaceutical Products
BMRN4059936	122257	Pharmaceutical Products
BMS.GB	2154	Business Supplies
BMS.GC	2154	Business Supplies
BMS.GD	2154	Business Supplies
BMS.GE	2154	Business Supplies
BMS.GF	2154	Business Supplies
BMS.GG	2154	Business Supplies
BMS4402225	2154	Business Supplies
BMY.GA	2403	Pharmaceutical Products
BMY.GB	2403	Pharmaceutical Products
BMY.GC	2403	Pharmaceutical Products
BMY.GD	2403	Pharmaceutical Products
BMY.GE	2403	Pharmaceutical Products
BMY.GG	2403	Pharmaceutical Products
BMY.GI	2403	Pharmaceutical Products
BMY.GK	2403	Pharmaceutical Products
BMY.GL	2403	Pharmaceutical Products
BMY.GM	2403	Pharmaceutical Products
BMY.GN	2403	Pharmaceutical Products
BMY3883362	2403	Pharmaceutical Products
BMY3883364	2403	Pharmaceutical Products
BMY3883366	2403	Pharmaceutical Products
BMY4064355	2403	Pharmaceutical Products
BMY4064357	2403	Pharmaceutical Products
BMY4064362	2403	Pharmaceutical Products
BMY4459222	2403	Pharmaceutical Products
BMY4459224	2403	Pharmaceutical Products
BNCN4169612	109699	Banking
BNE.GB	2346	Business Services
BNI.JJ	2490	Transportation
BNI.JK	2490	Transportation
BNI.JL	2490	Transportation
BNI.JM	2490	Transportation
BNI.JN	2490	Transportation
BNI.JO	2490	Transportation
BNI.JP	2490	Transportation
BNI.JQ	2490	Transportation
BNI.JR	2490	Transportation
BNI.JS	2490	Transportation
BNI.JT	2490	Transportation
BNI.JU	2490	Transportation
BNI.JV	2490	Transportation
BNI.JW	2490	Transportation
BNI.JX	2490	Transportation
BNI.KJ	2490	Transportation
BNI.LL	2490	Transportation
BNI.LN	2490	Transportation
BNI.LT	2490	Transportation
BNI.MA	2490	Transportation
BNI.MB	2490	Transportation
BNI.MD	2490	Transportation
BNI.ME	2490	Transportation
BNI.MG	2490	Transportation
BNK.GA	16991	Banking
BNN.GA	2369	Real Estate
BNN.GF	2369	Real Estate
BNN.GG	2369	Real Estate
BNN.GH	2369	Real Estate
BNPQF3676510	15634	Banking
BNPQF3699487	15634	Banking
BNPQF3703683	15634	Banking
BNPQF3768402	15634	Banking
BNPQF4014742	15634	Banking
BNPQF4081543	15634	Banking
BNPQF4135547	15634	Banking
BNPQF4349797	15634	Banking
BNPQF4393275	15634	Banking
BNPQF4401525	15634	Banking
BNPQF4429190	160252	Trading
BNPQF4436640	160252	Trading
BNPQF4437940	160252	Trading
BNPQF4496071	15634	Banking
BNPQF4496072	15634	Banking
BNS.AA	15582	Banking
BNS.GH	15582	Banking
BNS.GI	15582	Banking
BNS.GK	15582	Banking
BNS.GL	15582	Banking
BNS.GN	15582	Banking
BNS.GS	15582	Banking
BOFI4340225	162560	Banking
BOKF4375209	24447	Banking
BOL.GA	2085	Pharmaceutical Products
BOL.GB	2085	Pharmaceutical Products
BOL.GC	2085	Pharmaceutical Products
BOL.GD	2085	Pharmaceutical Products
BOL.GG	2085	Pharmaceutical Products
BOL.GH	2085	Pharmaceutical Products
BOL.GI	2085	Pharmaceutical Products
BOL.GJ	2085	Pharmaceutical Products
BOL.GK	2085	Pharmaceutical Products
BOL.GM	2085	Pharmaceutical Products
BOO.GB	14490	Retail
BORL.GB	14268	Business Services
BOTC3942062	118223	Business Services
BOW.GB	2337	Business Supplies
BOW.GC	2337	Business Supplies
BOW.GD	2337	Business Supplies
BOW.GJ	2337	Business Supplies
BOW.GK	2337	Business Supplies
BPFH.GE	29211	Banking
BPL.AA	13526	Transportation
BPL.GA	13526	Transportation
BPL.GB	13526	Transportation
BPL.GE	13526	Transportation
BPL.GF	13526	Transportation
BPL.GG	13526	Transportation
BPL.GH	13526	Transportation
BPL.GI	13526	Transportation
BPL4014627	13526	Transportation
BPL4068575	13526	Transportation
BPL4068606	13526	Transportation
BPL4162860	13526	Transportation
BPL4162861	13526	Transportation
BPL4420627	13526	Transportation
BPOP.GY	2002	Banking
BPOP.GZ	2002	Banking
BPOP4140688	2002	Banking
BPZ.AB	162909	Petroleum and Natural Gas
BPZ4052554	162909	Petroleum and Natural Gas
BR.GA	15084	Petroleum and Natural Gas
BR.GB	15084	Petroleum and Natural Gas
BR.GC	15084	Petroleum and Natural Gas
BR.GD	15084	Petroleum and Natural Gas
BR.GE	15084	Petroleum and Natural Gas
BR.GS	176928	Computers
BR4040690	176928	Computers
BR4375402	176928	Computers
BRCD.GB	120774	Computers
BRCD.GD	120774	Computers
BRCD.GG	120774	Computers
BRCD.GK	120774	Computers
BRCD4116756	120774	Computers
BRCD4328229	120774	Computers
BRCM.AA	66708	Electrical Equipment
BRCM.AC	66708	Electrical Equipment
BRCM.AE	66708	Electrical Equipment
BRCM.AF	66708	Electrical Equipment
BRCM.AG	66708	Electrical Equipment
BRCM3889539	66708	Electrical Equipment
BRCM4148053	66708	Electrical Equipment
BRCM4148054	66708	Electrical Equipment
BRE.GA	2025	Trading
BRE.GB	2025	Trading
BRE.GC	2025	Trading
BRE.GD	2025	Trading
BRE.GE	2025	Trading
BRE.GH	2025	Trading
BRE.GJ	2025	Trading
BRE.GK	2025	Trading
BRE.GL	2025	Trading
BRE3886376	2025	Trading
BRIG.AB	64741	Petroleum and Natural Gas
BRK3677596	2176	NA
BRK3677597	2176	NA
BRK3677600	2176	NA
BRK3695119	2176	NA
BRK3695121	2176	NA
BRK3695125	2176	NA
BRK3696319	5568	Food Products
BRK3701851	2176	NA
BRK3701852	2176	NA
BRK3945471	8717	Aircraft
BRK3945473	8717	Aircraft
BRK3945486	8717	Aircraft
BRK3945488	8717	Aircraft
BRK3951474	12978	Food Products
BRK3963108	2176	NA
BRK3963110	2176	NA
BRK3963112	2176	NA
BRK3963113	2176	NA
BRK4153462	2176	NA
BRK4254470	8717	Aircraft
BRK4254471	8717	Aircraft
BRK4254472	8717	Aircraft
BRK4254473	8717	Aircraft
BRK4343179	2176	NA
BRK4343189	2176	NA
BRK4343191	2176	NA
BRK4392361	2176	NA
BRK4392369	2176	NA
BRKA.GA	2176	NA
BRKA.IY	2176	NA
BRKA.IZ	2176	NA
BRKA.JW	2176	NA
BRKA.JX	2176	NA
BRKA.JY	2176	NA
BRKA.JZ	2176	NA
BRKA.KA	2176	NA
BRKA.KF	2176	NA
BRKA.KG	2176	NA
BRKA.KH	2176	NA
BRKA.KI	2176	NA
BRKA.KK	2176	NA
BRKL4163798	105670	Banking
BRO4164419	15417	Insurance
BRP.GB	203944	Communication
BRS.GA	8092	Transportation
BRS.GB	8092	Transportation
BRS.GC	8092	Transportation
BRS3910429	8092	Transportation
BRY.GA	13431	Petroleum and Natural Gas
BRY.GC	13431	Petroleum and Natural Gas
BRY.GD	13431	Petroleum and Natural Gas
BRY3828623	13431	Petroleum and Natural Gas
BSAB.AA	63490	Retail
BSB.GA	30912	Banking
BSC.GAC	11818	Trading
BSC.GCP	11818	Trading
BSC.GCY	11818	Trading
BSC.GDA	11818	Trading
BSC.GDJ	11818	Trading
BSC.GEB	11818	Trading
BSC.GFC	11818	Trading
BSC.GFE	11818	Trading
BSC.GFF	11818	Trading
BSC.GFG	11818	Trading
BSC.GFR	11818	Trading
BSC.GK	11818	Trading
BSC.GL	11818	Trading
BSC.GM	11818	Trading
BSC.GN	11818	Trading
BSC.GO	11818	Trading
BSC.GOA	11818	Trading
BSC.GOB	11818	Trading
BSC.GP	11818	Trading
BSC.GPS	11818	Trading
BSC.GQ	11818	Trading
BSC.GQK	11818	Trading
BSC.GR	11818	Trading
BSC.GS	11818	Trading
BSC.GT	11818	Trading
BSC.GU	11818	Trading
BSC.GV	11818	Trading
BSC.GW	11818	Trading
BSC.GX	11818	Trading
BSC.GY	11818	Trading
BSC.GZ	11818	Trading
BSC.HB	11818	Trading
BSC.HC	11818	Trading
BSC.HD	11818	Trading
BSC.HE	11818	Trading
BSC.HF	11818	Trading
BSC.HG	11818	Trading
BSC.HH	11818	Trading
BSC.HI	11818	Trading
BSC.QT	11818	Trading
BSC.RC	11818	Trading
BSC.SB	11818	Trading
BSC.SC	11818	Trading
BSC.UK	11818	Trading
BSC.XK	11818	Trading
BSC.ZB	11818	Trading
BSCL.GB	30218	Banking
BSCL.GD	30218	Banking
BSCL.GR	30218	Banking
BSFT3874325	184514	Business Services
BSFT4405724	184514	Business Services
BSG.GB	25080	Trading
BSX.GA	25279	Medical Equipment
BSX.GB	25279	Medical Equipment
BSX.GC	25279	Medical Equipment
BSX.GD	25279	Medical Equipment
BSX.GE	25279	Medical Equipment
BSX.GF	25279	Medical Equipment
BSX.GG	25279	Medical Equipment
BSX.GH	25279	Medical Equipment
BSX.GI	25279	Medical Equipment
BSX.GJ	25279	Medical Equipment
BSX.GK	25279	Medical Equipment
BSX4039298	25279	Medical Equipment
BSX4039299	25279	Medical Equipment
BSX4243430	25279	Medical Equipment
BSX4243433	25279	Medical Equipment
BSX4243438	25279	Medical Equipment
BSY.GA	31137	Communication
BSY.GB	31137	Communication
BSY.GD	31137	Communication
BTG4158520	179060	Precious Metals
BTH.GA	30219	NA
BTH.GB	30219	NA
BTU.GC	142460	Coal
BTU.GD	142460	Coal
BTU.GE	142460	Coal
BTU.GF	142460	Coal
BTU.GG	142460	Coal
BTU.GH	142460	Coal
BTU.GI	142460	Coal
BTU3905481	142460	Coal
BTU3905482	142460	Coal
BUD.GA	1663	Beer  &&  Liquor
BUD.GB	1663	Beer  &&  Liquor
BUD.GC	1663	Beer  &&  Liquor
BUD.GD	1663	Beer  &&  Liquor
BUD.GE	1663	Beer  &&  Liquor
BUD.GF	1663	Beer  &&  Liquor
BUD.GG	1663	Beer  &&  Liquor
BUD.GH	1663	Beer  &&  Liquor
BUD.GI	1663	Beer  &&  Liquor
BUD.GJ	1663	Beer  &&  Liquor
BUD.GK	1663	Beer  &&  Liquor
BUD.GL	1663	Beer  &&  Liquor
BUD.GM	1663	Beer  &&  Liquor
BUD.GN	1663	Beer  &&  Liquor
BUD.GO	1663	Beer  &&  Liquor
BUD.GP	1663	Beer  &&  Liquor
BUD.GQ	1663	Beer  &&  Liquor
BUD.GR	1663	Beer  &&  Liquor
BUD.GS	1663	Beer  &&  Liquor
BUD.GT	1663	Beer  &&  Liquor
BUD.GU	1663	Beer  &&  Liquor
BUD.GV	1663	Beer  &&  Liquor
BUD.GW	1663	Beer  &&  Liquor
BUD.GX	1663	Beer  &&  Liquor
BUD.GZ	1663	Beer  &&  Liquor
BUD.HA	1663	Beer  &&  Liquor
BUD.HB	1663	Beer  &&  Liquor
BUD.HC	1663	Beer  &&  Liquor
BUD.HD	1663	Beer  &&  Liquor
BUD.HE	1663	Beer  &&  Liquor
BUD.HF	1663	Beer  &&  Liquor
BUD.HG	1663	Beer  &&  Liquor
BUD.HH	1663	Beer  &&  Liquor
BUD.HI	1663	Beer  &&  Liquor
BUD.HJ	1663	Beer  &&  Liquor
BUD.HL	1663	Beer  &&  Liquor
BUD.HM	1663	Beer  &&  Liquor
BUD.HN	1663	Beer  &&  Liquor
BUD.HO	1663	Beer  &&  Liquor
BUFS.GB	163036	Construction Materials
BUSE4498428	18329	Banking
BUSE4498429	18329	Banking
BVC.GA	16686	Banking
BVF.GA	29955	Pharmaceutical Products
BVF.GB	29955	Pharmaceutical Products
BWA.GA	28742	Automobiles and Trucks
BWA.GB	28742	Automobiles and Trucks
BWA.GC	28742	Automobiles and Trucks
BWA.GD	28742	Automobiles and Trucks
BWA.GE	28742	Automobiles and Trucks
BWA.GF	28742	Automobiles and Trucks
BWA.GG	28742	Automobiles and Trucks
BWA4220996	28742	Automobiles and Trucks
BWA4221001	28742	Automobiles and Trucks
BWNG.GA	135865	Communication
BWNG.GB	135865	Communication
BWS.GB	2436	Apparel
BWS.GC	2436	Apparel
BWS.GD	2436	Apparel
BWS.GF	2436	Apparel
BWY.AA	177288	Shipping Containers
BXG.GA	11877	Real Estate
BXG.GB	11877	Real Estate
BXMT4072798	20791	Trading
BXMT4491364	20791	Trading
BXP.AA	64925	Trading
BXP.GE	64925	Trading
BXP.GF	64925	Trading
BXP.GG	64925	Trading
BXP.GH	64925	Trading
BXP.GJ	64925	Trading
BXP.GL	64925	Trading
BXP.GM	64925	Trading
BXP.GN	64925	Trading
BXP3676462	64925	Trading
BXP3682441	64925	Trading
BXP3686765	64925	Trading
BXP3698784	64925	Trading
BXP3862417	64925	Trading
BXP3990354	64925	Trading
BXP4020268	64925	Trading
BXP4326498	64925	Trading
BXP4392360	64925	Trading
BXRP3673587	14650	Business Services
BY.GA	60898	Shipping Containers
BYD.GB	29011	Entertainment
BYD.GC	29011	Entertainment
BYD.GD	29011	Entertainment
BYD.GG	29011	Entertainment
BYD.GI	29011	Entertainment
BYD.GJ	29011	Entertainment
BYD.GL	29011	Entertainment
BYD.GN	29011	Entertainment
BYD4014738	29011	Entertainment
BYD4243685	29011	Entertainment
BYD4453824	29011	Entertainment
BYX.GA	14529	Steelworks Etc
BZH.GB	29755	Construction
BZH.GC	29755	Construction
BZH.GF	29755	Construction
BZH.GG	29755	Construction
BZH.GH	29755	Construction
BZH.GI	29755	Construction
BZH.GK	29755	Construction
BZH.GN	29755	Construction
BZH.GP	29755	Construction
BZH.GQ	29755	Construction
BZH.GR	29755	Construction
BZH.GS	29755	Construction
BZH.GU	29755	Construction
BZH3947836	29755	Construction
BZH4035978	29755	Construction
BZH4103987	29755	Construction
BZH4149722	29755	Construction
BZH4483703	29755	Construction
C.AGT	3243	Banking
C.AHZ	3243	Banking
C.AII	3243	Banking
C.AIN	3243	Banking
C.AJE	3243	Banking
C.AJJ	3243	Banking
C.AKA	3243	Banking
C.AKF	3243	Banking
C.ALY	3243	Banking
C.AMJ	3243	Banking
C.ANF	3243	Banking
C.ANO	3243	Banking
C.ANU	3243	Banking
C.GMA	3243	Banking
C.GMC	3243	Banking
C.GME	3243	Banking
C.GMF	3243	Banking
C.GMG	3243	Banking
C.GMV	3243	Banking
C.GMZ	3243	Banking
C.GOL	3243	Banking
C.GOM	3243	Banking
C.GOR	3243	Banking
C.GOS	3243	Banking
C.GOT	3243	Banking
C.HBE	62689	Insurance
C.HBH	62689	Insurance
C.HBI	62689	Insurance
C.HBJ	3243	Banking
C.HBO	3243	Banking
C.HBR	3243	Banking
C.HBS	3243	Banking
C.HBW	62689	Insurance
C.HCQ	3243	Banking
C.HCR	3243	Banking
C.HCV	3243	Banking
C.HCZ	3243	Banking
C.HDA	3243	Banking
C.HDB	3243	Banking
C.HDI	3243	Banking
C.HDJ	3243	Banking
C.HDK	3243	Banking
C.HDO	3243	Banking
C.HDS	3243	Banking
C.HDT	3243	Banking
C.HED	3243	Banking
C.HEF	3243	Banking
C.HEG	3243	Banking
C.HEH	3243	Banking
C.HEI	3243	Banking
C.HEJ	3243	Banking
C.HEK	3243	Banking
C.HEL	3243	Banking
C.HEM	3243	Banking
C.HEN	3243	Banking
C.HEO	3243	Banking
C.HEP	3243	Banking
C.HEQ	3243	Banking
C.HER	3243	Banking
C.HES	3243	Banking
C.HET	3243	Banking
C.HEU	3243	Banking
C.HEV	3243	Banking
C.HEW	3243	Banking
C.HEX	3243	Banking
C.HEY	3243	Banking
C.HEZ	3243	Banking
C.HFA	3243	Banking
C.HFB	3243	Banking
C.HFC	3243	Banking
C.HFD	3243	Banking
C.HFE	3243	Banking
C.HFF	3243	Banking
C.HFG	3243	Banking
C.HFH	3243	Banking
C.HFI	3243	Banking
C.HFK	3243	Banking
C.HFL	3243	Banking
C.HFM	3243	Banking
C.HFN	3243	Banking
C.HFO	3243	Banking
C.HFP	3243	Banking
C.HFV	3243	Banking
C.HRY	3243	Banking
C.HTX	3243	Banking
C.HUX	3243	Banking
C.HVG	3243	Banking
C.HVK	3243	Banking
C.HVU	3243	Banking
C.NM	3243	Banking
C.NO	3243	Banking
C.NP	3243	Banking
C.NQ	3243	Banking
C.NR	3243	Banking
C.NS	3243	Banking
C.NT	3243	Banking
C.NU	3243	Banking
C.NV	3243	Banking
C.NW	3243	Banking
C.NX	3243	Banking
C.NY	3243	Banking
C.NZ	3243	Banking
C.OA	3243	Banking
C.OB	3243	Banking
C.OC	3243	Banking
C.OD	3243	Banking
C.OE	3243	Banking
C.OF	3243	Banking
C.OG	3243	Banking
C.OH	3243	Banking
C.ZZH	3243	Banking
C3715806	3243	Banking
C3715807	3243	Banking
C3715808	3243	Banking
C3715809	3243	Banking
C3715810	3243	Banking
C3715828	3243	Banking
C3715830	3243	Banking
C3715831	3243	Banking
C3822730	3243	Banking
C3884790	3243	Banking
C3905533	3243	Banking
C3920552	3243	Banking
C3936025	3243	Banking
C3941620	3243	Banking
C3951244	3243	Banking
C3963806	3243	Banking
C3965377	3243	Banking
C3969863	3243	Banking
C3987556	3243	Banking
C3987559	3243	Banking
C3998569	3243	Banking
C3999875	3243	Banking
C4004464	3243	Banking
C4031002	3243	Banking
C4031034	3243	Banking
C4032016	3243	Banking
C4049496	3243	Banking
C4049922	3243	Banking
C4052653	3243	Banking
C4062481	3243	Banking
C4066846	3243	Banking
C4068584	3243	Banking
C4069125	3243	Banking
C4069127	3243	Banking
C4104288	3243	Banking
C4104289	3243	Banking
C4114235	3243	Banking
C4114236	3243	Banking
C4120155	3243	Banking
C4120699	3243	Banking
C4122310	3243	Banking
C4134004	3243	Banking
C4135527	3243	Banking
C4146630	3243	Banking
C4150065	3243	Banking
C4153419	3243	Banking
C4153420	3243	Banking
C4176718	3243	Banking
C4184479	3243	Banking
C4186008	3243	Banking
C4186009	3243	Banking
C4207563	3243	Banking
C4211686	3243	Banking
C4222570	3243	Banking
C4224375	3243	Banking
C4235668	3243	Banking
C4236697	3243	Banking
C4236698	3243	Banking
C4236699	3243	Banking
C4255204	3243	Banking
C4255289	3243	Banking
C4271656	3243	Banking
C4271657	3243	Banking
C4271662	3243	Banking
C4276150	3243	Banking
C4292071	3243	Banking
C4302420	3243	Banking
C4302422	3243	Banking
C4309121	3243	Banking
C4317149	3243	Banking
C4317150	3243	Banking
C4325406	3243	Banking
C4341022	3243	Banking
C4346860	3243	Banking
C4346861	3243	Banking
C4354896	3243	Banking
C4358614	3243	Banking
C4363103	3243	Banking
C4370445	3243	Banking
C4370448	3243	Banking
C4384585	3243	Banking
C4388403	3243	Banking
C4388404	3243	Banking
C4395621	3243	Banking
C4415920	3243	Banking
C4432871	3243	Banking
C4432872	3243	Banking
C4442289	3243	Banking
C4442290	3243	Banking
C4442291	3243	Banking
C4486040	3243	Banking
C4486041	3243	Banking
C4486042	3243	Banking
C4496314	3243	Banking
CA.GA	3310	Business Services
CA.GB	3310	Business Services
CA.GC	3310	Business Services
CA.GI	3310	Business Services
CA.GK	3310	Business Services
CA.GL	3310	Business Services
CA.GQ	3310	Business Services
CA.GR	3310	Business Services
CA.GS	3310	Business Services
CA4040461	3310	Business Services
CA4040462	3310	Business Services
CA4274985	3310	Business Services
CA4467419	3310	Business Services
CA4467420	3310	Business Services
CAA4298349	10002	Construction
CAA4341076	10002	Construction
CAA4368441	10002	Construction
CAA4504620	10002	Construction
CACC.AA	25339	Banking
CACC.AB	25339	Banking
CACC4213742	25339	Banking
CACC4354800	25339	Banking
CAG.GB	3362	Food Products
CAG.GC	3362	Food Products
CAG.GD	3362	Food Products
CAG.GE	3362	Food Products
CAG.GF	3362	Food Products
CAG.GG	3362	Food Products
CAG.GH	3362	Food Products
CAG.GI	3362	Food Products
CAG.GJ	3362	Food Products
CAG.GK	3362	Food Products
CAG.GL	3362	Food Products
CAG.GM	3362	Food Products
CAG.GN	3362	Food Products
CAG.GO	3362	Food Products
CAG.GV	3362	Food Products
CAG.GW	3362	Food Products
CAG.GX	3362	Food Products
CAG3900820	3362	Food Products
CAG3900828	3362	Food Products
CAG3900833	3362	Food Products
CAG3956087	3362	Food Products
CAG3956088	3362	Food Products
CAG3956091	3362	Food Products
CAG3956099	3362	Food Products
CAG4057799	3362	Food Products
CAG4057800	3362	Food Products
CAG4146270	3362	Food Products
CAH.AA	2751	Wholesale
CAH.GD	2751	Wholesale
CAH.GE	2751	Wholesale
CAH.GF	2751	Wholesale
CAH.GG	2751	Wholesale
CAH.GH	2751	Wholesale
CAH.GK	2751	Wholesale
CAH.GL	2751	Wholesale
CAH.GR	2751	Wholesale
CAH.GS	2751	Wholesale
CAH.GT	2751	Wholesale
CAH.GU	2751	Wholesale
CAH.GX	2751	Wholesale
CAH3856561	2751	Wholesale
CAH3856562	2751	Wholesale
CAH3970561	2751	Wholesale
CAH3970564	2751	Wholesale
CAH3970568	2751	Wholesale
CAH4183037	2751	Wholesale
CAH4183038	2751	Wholesale
CAH4183039	2751	Wholesale
CAH4259408	2751	Wholesale
CAH4259455	2751	Wholesale
CAH4259459	2751	Wholesale
CAH4503383	2751	Wholesale
CAH4503543	2751	Wholesale
CAH4503544	2751	Wholesale
CAH4503545	2751	Wholesale
CAH4503546	2751	Wholesale
CAH4503547	2751	Wholesale
CAI.GA	2596	Computers
CAI.GB	2596	Computers
CAL.GA	10484	Transportation
CAL.IE	10484	Transportation
CAL.IH	10484	Transportation
CAL.II	10484	Transportation
CAL.IJ	10484	Transportation
CAL.IK	10484	Transportation
CAL.IL	10484	Transportation
CAL.IN	10484	Transportation
CAL.IP	10484	Transportation
CAL.IQ	10484	Transportation
CAL.IS	10484	Transportation
CAL.IZ	10484	Transportation
CAL4312524	2436	Apparel
CALA.GB	10484	Transportation
CALD3859783	156613	Business Services
CAM.GA	60894	Machinery
CAM.GB	60894	Machinery
CAM.GC	60894	Machinery
CAM.GD	60894	Machinery
CAM.GE	60894	Machinery
CAM3673764	60894	Machinery
CAM3673765	60894	Machinery
CAM3692242	60894	Machinery
CAM3692243	60894	Machinery
CAM3692252	60894	Machinery
CAM3855809	60894	Machinery
CAM3855810	60894	Machinery
CAM4080517	60894	Machinery
CAM4080518	60894	Machinery
CAM4080519	60894	Machinery
CAM4136071	60894	Machinery
CAM4136075	60894	Machinery
CAMP4369330	2615	Electrical Equipment
CAR.GD	3278	Personal Services
CARS.GB	66452	Trading
CAS3867594	2811	Wholesale
CAS4084112	2811	Wholesale
CAS4362033	2811	Wholesale
CASH4393582	28866	Banking
CAT.AC	2817	Machinery
CAT.AD	2817	Machinery
CAT.AE	2817	Machinery
CAT.AF	2817	Machinery
CAT.AG	2817	Machinery
CAT.GNE	2817	Machinery
CAT.GVA	2817	Machinery
CAT.GVB	2817	Machinery
CAT.HOG	2817	Machinery
CAT.HOH	2817	Machinery
CAT.HOI	2817	Machinery
CAT.MJ	2817	Machinery
CAT.MK	2817	Machinery
CAT.ML	2817	Machinery
CAT.MM	2817	Machinery
CAT.MN	2817	Machinery
CAT.MO	2817	Machinery
CAT.MP	2817	Machinery
CAT.MQ	2817	Machinery
CAT.MR	2817	Machinery
CAT.MS	2817	Machinery
CAT.RU	2817	Machinery
CAT3869563	2817	Machinery
CAT3869566	2817	Machinery
CAT3869567	2817	Machinery
CAT3928750	2817	Machinery
CAT4123606	2817	Machinery
CAT4123631	2817	Machinery
CAT4123663	2817	Machinery
CATM.AC	264397	Business Services
CATM4191204	264397	Business Services
CATM4273988	264397	Business Services
CB.GA	3024	Insurance
CB.GB	3024	Insurance
CB.GC	3024	Insurance
CB.GD	3024	Insurance
CB.GH	3024	Insurance
CB.GK	3024	Insurance
CB.GL	3024	Insurance
CB.GM	3024	Insurance
CB.GN	3024	Insurance
CB.GO	3024	Insurance
CB.GP	3024	Insurance
CB.GQ	3024	Insurance
